branch,customer,length,fleet1,fleet2,fleet3,frequency,accuracy
MURR,MINA6000,1,Access - Knuckle Booms,,,351,1
MURR,MINA6000,1,Air Compressors - Accessories,,,38,1
MURR,MINA6000,1,Jacking,,,126,1
MURR,MINA6000,1,Access - Trailer Mounted Booms,,,38,1
MURR,MINA6000,1,Air Accessories,,,167,1
MURR,MINA6000,1,Air Hand Tools,,,239,1
MURR,MINA6000,1,Generators - Accessories,,,129,1
MURR,MINA6000,1,Air Compressors - Diesel Large,,,133,1
MURR,MINA6000,1,Air Compressors - Diesel Small,,,235,1
MURR,MINA6000,1,Amenities - Toilet Blocks M/F,,,59,1
MURR,MINA6000,1,Industrial Tools & Equipment,,,330,1
MURR,MINA6000,1,Portable Buildings - Site Accessories,,,130,1
MURR,MINA6000,1,Amenities - Ablution & Toilet Accessories,,,42,1
MURR,MINA6000,1,Slings  Shackles & Clamps,,,69,1
MURR,MINA6000,1,Materials Handling - Forklift,,,188,1
MURR,MINA6000,1,Chain Blocks,,,200,1
MURR,MINA6000,1,Compaction - Rammers & Vibrating Plates,,,33,1
MURR,MINA6000,1,Masonry Saws,,,31,1
MURR,MINA6000,1,Concrete Vibe Units,,,34,1
MURR,MINA6000,1,Portable Buildings - Shells,,,94,1
MURR,MINA6000,1,Miscellaneous - Tools,,,284,1
MURR,MINA6000,1,Pumps - Large,,,93,1
MURR,MINA6000,1,Earthmoving - Skid Steer - Loaders,,,129,1
MURR,MINA6000,1,Earthmoving - Wheel Loader/ITC  ,,,78,1
MURR,MINA6000,1,Welders - Electric,,,266,1
MURR,MINA6000,1,Pumps - Silenced,,,86,1
MURR,MINA6000,1,Demolition,,,36,1
MURR,MINA6000,1,Electrical Leads & Accessories,,,363,1
MURR,MINA6000,1,Portable - Toilets,,,85,1
MURR,MINA6000,1,Fans,,,207,1
MURR,MINA6000,1,Generators - Diesel Medium,,,60,1
MURR,MINA6000,1,Pumps - High Head,,,99,1
MURR,MINA6000,1,Generators - Diesel Small,,,253,1
MURR,MINA6000,1,Lighting - Other,,,282,1
MURR,MINA6000,1,Air Breakers,,,63,1
MURR,MINA6000,1,Lighting Towers,,,205,1
MURR,MINA6000,1,Bolting Tools,,,169,1
MURR,MINA6000,1,Materials Handling - Telehandler,,,110,1
MURR,MINA6000,1,Materials Handling - Telehandler Accessories,,,82,1
MURR,MINA6000,1,Offshore Equipment,,,107,1
MURR,MINA6000,1,Power Tools & Accessories,,,322,1
MURR,MINA6000,1,Pumps - Hoses,,,33,1
MURR,MINA6000,1,Trailers - Fuel,,,36,1
MURR,MINA6000,1,Welders - Accessories,,,253,1
MURR,MINA6000,1,Welders - Motorised,,,182,1
MURR,MINA6000,1,Plumbers Equipment,,,70,1
MURR,MINA6000,1,Pumps - Small,,,61,1
MURR,MINA6000,1,Concrete,,,99,1
MURR,MINA6000,1,Water Blasters,,,61,1
MURR,MINA6000,1,Winches,,,222,1
MURR,MINA6000,1,Access - Scissor Lifts,,,32,1
MURR,MINA6000,1,Safety Equipment ,,,126,1
MURR,MINA6000,1,Earthmoving - Water Carts,,,31,1
MURR,MINA6000,1,Floor Equipment,,,31,1
MURR,MINA6000,1,Gas Equipment,,,49,1
MURR,MINA6000,1,Earthmoving - Mini Excavators,,,38,1
MURR,MINA6000,1,Tarpaulins,,,56,1
MURR,MINA6000,1,Generators - Diesel Large,,,35,1
MURR,MINA6000,2,Access - Knuckle Booms,Access - Knuckle Booms,,345,0.982906
MURR,MINA6000,2,Access - Knuckle Booms,Access - Trailer Mounted Booms,,36,0.102564
