customer_code,Sub_Type_V2,revenue,tot_revenue,subtype_weight
CART6010,KB,1855.97,28917.72,0.0641
CART6010,GEN.1,2580.18,28917.72,0.0892
CART6010,CMPR.1.1.1,3992.6,28917.72,0.138
CART6010,CMPR,19841.44,28917.72,0.6861
CASA2529,DSAW.1,401.55,100751.49,0.0039
CASA2529,HH.1,2845.26,100751.49,0.0282
CASA2529,TRBC,3321,100751.49,0.0329
CASA2529,BRDR,10633.68,100751.49,0.1055
CASA2529,E.1.1,11550,100751.49,0.1146
CASA2529,TRTI,72000,100751.49,0.7146
CASE2591,RCS,92.93,11014.83,0.0084
CASE2591,BRDR,137.56,11014.83,0.0124
CASE2591,CDS,320,11014.83,0.029
CASE2591,WDMA,465.42,11014.83,0.0422
CASE2591,TM,695.25,11014.83,0.0631
CASE2591,SL.1,1080.4,11014.83,0.098
CASE2591,TPB,2841.27,11014.83,0.2579
CASE2591,RPSD,5382,11014.83,0.4886
CASH-ALBP,PC,60.6,52497.48,0.0011
CASH-ALBP,LPL,82.3,52497.48,0.0015
CASH-ALBP,OXYS,113.14,52497.48,0.0021
CASH-ALBP,TRBC,120,52497.48,0.0022
CASH-ALBP,PHD,119,52497.48,0.0022
CASH-ALBP,DRLH,160,52497.48,0.003
CASH-ALBP,PTB,269.07,52497.48,0.0051
CASH-ALBP,SWU,1250.58,52497.48,0.0238
CASH-ALBP,ABL,1358.28,52497.48,0.0258
CASH-ALBP,CNR,2140.54,52497.48,0.0407
CASH-ALBP,TBK,3218.5,52497.48,0.0613
CASH-ALBP,WSTE,7388.4,52497.48,0.1407
CASH-ALBP,PBS,11259.46,52497.48,0.2144
CASH-ALBP,TPB,24957.61,52497.48,0.4754
CASH-COBA,WBHD,28.28,97578.3,0.0002
CASH-COBA,RFG,34.02,97578.3,0.0003
CASH-COBA,SCIR,32.32,97578.3,0.0003
CASH-COBA,PLTT,40.05,97578.3,0.0004
CASH-COBA,SGUN,41.67,97578.3,0.0004
CASH-COBA,SNDC,46.8,97578.3,0.0004
CASH-COBA,BBQ,40.61,97578.3,0.0004
CASH-COBA,CNCS,47.51,97578.3,0.0004
CASH-COBA,EXFA,44.44,97578.3,0.0004
CASH-COBA,SAWM,58.31,97578.3,0.0005
CASH-COBA,SWU,63,97578.3,0.0006
CASH-COBA,TAL,72.72,97578.3,0.0007
CASH-COBA,EA,75.87,97578.3,0.0007
CASH-COBA,BRSC,69.02,97578.3,0.0007
CASH-COBA,LMWR,110.4,97578.3,0.0011
CASH-COBA,NGS,111.2,97578.3,0.0011
CASH-COBA,CNBF,126.01,97578.3,0.0012
CASH-COBA,FCR,123.63,97578.3,0.0012
CASH-COBA,SFLP,123.12,97578.3,0.0012
CASH-COBA,VBSX,121.22,97578.3,0.0012
CASH-COBA,WHPR,121.21,97578.3,0.0012
CASH-COBA,FLST,135.76,97578.3,0.0013
CASH-COBA,CMPR.1.1,151.92,97578.3,0.0015
CASH-COBA,SFOF,172.12,97578.3,0.0017
CASH-COBA,SPHE,179.79,97578.3,0.0018
CASH-COBA,SA,193.92,97578.3,0.0019
CASH-COBA,TRFB,242.42,97578.3,0.0024
CASH-COBA,CDS,241.71,97578.3,0.0024
CASH-COBA,TEL,250,97578.3,0.0025
CASH-COBA,LPL,265.88,97578.3,0.0027
CASH-COBA,APS,270.7,97578.3,0.0027
CASH-COBA,CHSW,295.51,97578.3,0.003
CASH-COBA,SBL,317.85,97578.3,0.0032
CASH-COBA,FGSH,350.72,97578.3,0.0035
CASH-COBA,CMXR,360.03,97578.3,0.0036
CASH-COBA,VCWD,353.64,97578.3,0.0036
CASH-COBA,T,394.06,97578.3,0.004
CASH-COBA,EHHK,403.38,97578.3,0.0041
CASH-COBA,RTRT,418.97,97578.3,0.0042
CASH-COBA,PUSM,452.97,97578.3,0.0046
CASH-COBA,DUNI,485.84,97578.3,0.0049
CASH-COBA,SSL,565.66,97578.3,0.0057
CASH-COBA,RSAW,582.32,97578.3,0.0059
CASH-COBA,SSRG,681.21,97578.3,0.0069
CASH-COBA,GPL,723.19,97578.3,0.0074
CASH-COBA,TPB,734.19,97578.3,0.0075
CASH-COBA,PTB,743.13,97578.3,0.0076
CASH-COBA,WTRB,847.14,97578.3,0.0086
CASH-COBA,ITC,909.84,97578.3,0.0093
CASH-COBA,E.1,1010.68,97578.3,0.0103
CASH-COBA,SAW.1,1029.75,97578.3,0.0105
CASH-COBA,RSDD,1074.98,97578.3,0.011
CASH-COBA,PHD,1081.41,97578.3,0.011
CASH-COBA,LT,1096.91,97578.3,0.0112
CASH-COBA,CTM,1111.11,97578.3,0.0113
CASH-COBA,WDMA,1112.09,97578.3,0.0113
CASH-COBA,LCRR,1155.95,97578.3,0.0118
CASH-COBA,MSB,1171.6,97578.3,0.012
CASH-COBA,PC,1285.53,97578.3,0.0131
CASH-COBA,TRTI,1367.65,97578.3,0.014
CASH-COBA,CMPR,1571.1,97578.3,0.0161
CASH-COBA,KB,1581.1,97578.3,0.0162
CASH-COBA,SFLE,1812.69,97578.3,0.0185
CASH-COBA,DSAW.1,1935.83,97578.3,0.0198
CASH-COBA,GEN,2176.51,97578.3,0.0223
CASH-COBA,TRCR,2224.45,97578.3,0.0227
CASH-COBA,TRBC,2542.62,97578.3,0.026
CASH-COBA,BRDR,2632.73,97578.3,0.0269
CASH-COBA,E.1.1,2654.08,97578.3,0.0271
CASH-COBA,TM,2987.05,97578.3,0.0306
CASH-COBA,SAFL,3722.3,97578.3,0.0381
CASH-COBA,BH,4469.49,97578.3,0.0458
CASH-COBA,PBS,6151.64,97578.3,0.063
CASH-COBA,FKT,6509.01,97578.3,0.0667
CASH-COBA,MILD,8728.8,97578.3,0.0894
CASH-COBA,SL.1,8956.9,97578.3,0.0917
CASH-COBA,GEN.1,11169.06,97578.3,0.1144
CASH-GOSF,DRLS,20,139151.03,0.0001
CASH-GOSF,SPDR,23,139151.03,0.0001
CASH-GOSF,WBHD,20,139151.03,0.0001
CASH-GOSF,SNDC,28.28,139151.03,0.0002
CASH-GOSF,SAWM,30,139151.03,0.0002
CASH-GOSF,LMRK,40,139151.03,0.0002
CASH-GOSF,PTHT,35.55,139151.03,0.0002
CASH-GOSF,HDGE,36.36,139151.03,0.0002
CASH-GOSF,HKSW,43.64,139151.03,0.0003
CASH-GOSF,MLAG,42.02,139151.03,0.0003
CASH-GOSF,BRSC,52.53,139151.03,0.0003
CASH-GOSF,AOBR,81.87,139151.03,0.0005
CASH-GOSF,SSRG,70,139151.03,0.0005
CASH-GOSF,VBFX,78.5,139151.03,0.0005
CASH-GOSF,WHPR,80.4,139151.03,0.0005
CASH-GOSF,RCBC,100,139151.03,0.0007
CASH-GOSF,IMWR,97.72,139151.03,0.0007
CASH-GOSF,SCBR,113.14,139151.03,0.0008
CASH-GOSF,SPHE,121.22,139151.03,0.0008
CASH-GOSF,MLBK,126.22,139151.03,0.0009
CASH-GOSF,NGGF,137.36,139151.03,0.0009
CASH-GOSF,MLTC,139.85,139151.03,0.001
CASH-GOSF,VCCL,144.34,139151.03,0.001
CASH-GOSF,UTE,159.69,139151.03,0.0011
CASH-GOSF,CPTD,163.24,139151.03,0.0011
CASH-GOSF,GEN.1,169.7,139151.03,0.0012
CASH-GOSF,EXFA,177.88,139151.03,0.0012
CASH-GOSF,OXYS,175.45,139151.03,0.0012
CASH-GOSF,VSPP,187.38,139151.03,0.0013
CASH-GOSF,FLST,191.8,139151.03,0.0013
CASH-GOSF,CMWR,182.63,139151.03,0.0013
CASH-GOSF,CDS,198.79,139151.03,0.0014
CASH-GOSF,PLTT,206.21,139151.03,0.0014
CASH-GOSF,NGUN,218.19,139151.03,0.0015
CASH-GOSF,TRSC,233.75,139151.03,0.0016
CASH-GOSF,TURF,243.13,139151.03,0.0017
CASH-GOSF,WDMA,242.49,139151.03,0.0017
CASH-GOSF,CMXR,237.32,139151.03,0.0017
CASH-GOSF,WPS,309.12,139151.03,0.0022
CASH-GOSF,GRAG,328.44,139151.03,0.0023
CASH-GOSF,SSC,328.79,139151.03,0.0023
CASH-GOSF,LRLR,335.38,139151.03,0.0024
CASH-GOSF,CTM,407.78,139151.03,0.0029
CASH-GOSF,RCS,437.14,139151.03,0.0031
CASH-GOSF,FKT,449.4,139151.03,0.0032
CASH-GOSF,EA,486.62,139151.03,0.0034
CASH-GOSF,SA,510.03,139151.03,0.0036
CASH-GOSF,RSSD,526.46,139151.03,0.0037
CASH-GOSF,SFLE,526.54,139151.03,0.0037
CASH-GOSF,TREQ,515.13,139151.03,0.0037
CASH-GOSF,GPL,639.73,139151.03,0.0045
CASH-GOSF,RSAW,691.41,139151.03,0.0049
CASH-GOSF,GFNG,824.3,139151.03,0.0059
CASH-GOSF,CHEP,890.78,139151.03,0.0064
CASH-GOSF,RTRY,985.57,139151.03,0.007
CASH-GOSF,LT,1052.43,139151.03,0.0075
CASH-GOSF,WLCS,1056.1,139151.03,0.0075
CASH-GOSF,DUNI,1073.09,139151.03,0.0077
CASH-GOSF,GEN,1189,139151.03,0.0085
CASH-GOSF,SAW.1,1214.1,139151.03,0.0087
CASH-GOSF,SAFL,1233.7,139151.03,0.0088
CASH-GOSF,PUSU,1499.73,139151.03,0.0107
CASH-GOSF,PHD,1528.61,139151.03,0.0109
CASH-GOSF,PUSM,1521.2,139151.03,0.0109
CASH-GOSF,VMH,1610.45,139151.03,0.0115
CASH-GOSF,CHSW,1636.03,139151.03,0.0117
CASH-GOSF,VCWD,1718.66,139151.03,0.0123
CASH-GOSF,TRFU,2126.45,139151.03,0.0152
CASH-GOSF,CFG,2183.44,139151.03,0.0156
CASH-GOSF,SSL,2601.82,139151.03,0.0186
CASH-GOSF,WTRB,2685.32,139151.03,0.0192
CASH-GOSF,PC,2923.92,139151.03,0.021
CASH-GOSF,TRBC,3493.3,139151.03,0.0251
CASH-GOSF,TRTI,4173.84,139151.03,0.0299
CASH-GOSF,RSDD,5184.9,139151.03,0.0372
CASH-GOSF,RPSD,5248.74,139151.03,0.0377
CASH-GOSF,KB,5353.31,139151.03,0.0384
CASH-GOSF,DSAW.1,5710.21,139151.03,0.041
CASH-GOSF,MILD,5855.6,139151.03,0.042
CASH-GOSF,BRDR,7817.84,139151.03,0.0561
CASH-GOSF,CMPR,9024.87,139151.03,0.0648
CASH-GOSF,E.1.1,10328.24,139151.03,0.0742
CASH-GOSF,SL.1,15280.47,139151.03,0.1098
CASH-GOSF,TM,18983.39,139151.03,0.1364
CASH-GOSS,LMRK,37.53,47041.86,0.0007
CASH-GOSS,SWFT,42,47041.86,0.0008
CASH-GOSS,PRK,74.18,47041.86,0.0015
CASH-GOSS,YDS,101.82,47041.86,0.0021
CASH-GOSS,LVL,105.86,47041.86,0.0022
CASH-GOSS,GL7,117.98,47041.86,0.0025
CASH-GOSS,PHD,120,47041.86,0.0025
CASH-GOSS,CHS,155.16,47041.86,0.0032
CASH-GOSS,HV3,219.8,47041.86,0.0046
CASH-GOSS,PUSU,226.26,47041.86,0.0048
CASH-GOSS,DLV,274.74,47041.86,0.0058
CASH-GOSS,EXFA,295.09,47041.86,0.0062
CASH-GOSS,IFL,365.75,47041.86,0.0077
CASH-GOSS,CSET,374.18,47041.86,0.0079
CASH-GOSS,ATK,384.73,47041.86,0.0081
CASH-GOSS,LPL,391.13,47041.86,0.0083
CASH-GOSS,DG7,565.7,47041.86,0.012
CASH-GOSS,GDK,1039.53,47041.86,0.022
CASH-GOSS,PHH,1226.96,47041.86,0.026
CASH-GOSS,P&C,1294.09,47041.86,0.0275
CASH-GOSS,PUSM,1578.58,47041.86,0.0335
CASH-GOSS,TPG,2081.95,47041.86,0.0442
CASH-GOSS,TLI,2385.99,47041.86,0.0507
CASH-GOSS,PUSL,4670.18,47041.86,0.0992
CASH-GOSS,PULG,11191.78,47041.86,0.2379
CASH-GOSS,MSB,17720.89,47041.86,0.3767
CASH-MOOR,GSB,87.27,140186.14,0.0006
CASH-MOOR,SL,96,140186.14,0.0006
CASH-MOOR,DBP,168,140186.14,0.0011
CASH-MOOR,FLO,357.6,140186.14,0.0025
CASH-MOOR,EXTL,492.5,140186.14,0.0035
CASH-MOOR,NOLT,818,140186.14,0.0058
CASH-MOOR,GEN,1751.83,140186.14,0.0124
CASH-MOOR,DBL,2185.9,140186.14,0.0155
CASH-MOOR,GEN.1.1.1,15025,140186.14,0.1071
CASH-MOOR,LT,25850.53,140186.14,0.1844
CASH-MOOR,FST,29454.87,140186.14,0.2101
CASH-MOOR,GEN.1,30629.16,140186.14,0.2184
CASH-MOOR,GEN.1.1,33269.48,140186.14,0.2373
CASH-NWCS,DG7,85.66,72002.54,0.0011
CASH-NWCS,ATK,104.25,72002.54,0.0014
CASH-NWCS,HYTK,109.08,72002.54,0.0015
CASH-NWCS,THEO,109.9,72002.54,0.0015
CASH-NWCS,LVL,190.04,72002.54,0.0026
CASH-NWCS,GEN,231.12,72002.54,0.0032
CASH-NWCS,ARW,232.38,72002.54,0.0032
CASH-NWCS,HYHP.1,288.48,72002.54,0.004
CASH-NWCS,CUU,417,72002.54,0.0057
CASH-NWCS,IFL,482.06,72002.54,0.0066
CASH-NWCS,SMOK,514.47,72002.54,0.0071
CASH-NWCS,GDK,538.8,72002.54,0.0074
CASH-NWCS,CHS,653.38,72002.54,0.009
CASH-NWCS,DLV,1028.17,72002.54,0.0142
CASH-NWCS,LPL,1027.52,72002.54,0.0142
CASH-NWCS,GL7,1034.3,72002.54,0.0143
CASH-NWCS,GP30,1255.8,72002.54,0.0174
CASH-NWCS,VTP,1422.72,72002.54,0.0197
CASH-NWCS,PUSM,1504.42,72002.54,0.0208
CASH-NWCS,P&C,1946.46,72002.54,0.027
CASH-NWCS,PHH,3223,72002.54,0.0447
CASH-NWCS,VEXV,3640,72002.54,0.0505
CASH-NWCS,MSB,7486,72002.54,0.1039
CASH-NWCS,TPG,8525.11,72002.54,0.1184
CASH-NWCS,PUSU,9529.3,72002.54,0.1323
CASH-NWCS,PUSL,13117.98,72002.54,0.1821
CASH-NWCS,PULG,13305.14,72002.54,0.1847
CASH-PORT,HTQ,6.79,103567.48,0
CASH-PORT,HYPK,22.44,103567.48,0.0002
CASH-PORT,DRLC,24.24,103567.48,0.0002
CASH-PORT,CHB,41.21,103567.48,0.0003
CASH-PORT,LMRK,37.53,103567.48,0.0003
CASH-PORT,SCIR,36.36,103567.48,0.0003
CASH-PORT,SPIT,38.79,103567.48,0.0003
CASH-PORT,EXFA,45.82,103567.48,0.0004
CASH-PORT,GRAG,42.83,103567.48,0.0004
CASH-PORT,EA,45.25,103567.48,0.0004
CASH-PORT,CMLN,54.14,103567.48,0.0005
CASH-PORT,SA,58.99,103567.48,0.0005
CASH-PORT,STLK,56.56,103567.48,0.0005
CASH-PORT,TRFU,60.6,103567.48,0.0005
CASH-PORT,NBL.1,82.42,103567.48,0.0007
CASH-PORT,SF,102.34,103567.48,0.0009
CASH-PORT,GPC,101,103567.48,0.0009
CASH-PORT,VBFX,103.6,103567.48,0.001
CASH-PORT,ELCB,110.98,103567.48,0.001
CASH-PORT,CMPR.1.1,122.82,103567.48,0.0011
CASH-PORT,VMH,122.02,103567.48,0.0011
CASH-PORT,TRTI,150,103567.48,0.0014
CASH-PORT,UTE,148.68,103567.48,0.0014
CASH-PORT,TQC,147.32,103567.48,0.0014
CASH-PORT,RCS,166.58,103567.48,0.0016
CASH-PORT,DSSW,173.75,103567.48,0.0016
CASH-PORT,CMXR,178.32,103567.48,0.0017
CASH-PORT,FJC,193.13,103567.48,0.0018
CASH-PORT,IMWR,213.33,103567.48,0.002
CASH-PORT,DBP,221.14,103567.48,0.0021
CASH-PORT,IWR,229.08,103567.48,0.0022
CASH-PORT,PUSU,234.54,103567.48,0.0022
CASH-PORT,WPS,230.8,103567.48,0.0022
CASH-PORT,TQA,237.02,103567.48,0.0022
CASH-PORT,FLO,242.4,103567.48,0.0023
CASH-PORT,VCWD,284.97,103567.48,0.0027
CASH-PORT,HCPE,320.81,103567.48,0.003
CASH-PORT,LHC,317.8,103567.48,0.003
CASH-PORT,HYCY,362.99,103567.48,0.0035
CASH-PORT,LSK,403.07,103567.48,0.0038
CASH-PORT,TQW,402.83,103567.48,0.0038
CASH-PORT,TM,437.8,103567.48,0.0042
CASH-PORT,DRMB,459.68,103567.48,0.0044
CASH-PORT,VSPP,475.95,103567.48,0.0045
CASH-PORT,WRFE,472.75,103567.48,0.0045
CASH-PORT,CPHP,478.31,103567.48,0.0046
CASH-PORT,DBL,489.51,103567.48,0.0047
CASH-PORT,RSAW,488.69,103567.48,0.0047
CASH-PORT,SSL,571,103567.48,0.0055
CASH-PORT,PLTT,596.87,103567.48,0.0057
CASH-PORT,HTP,606.2,103567.48,0.0058
CASH-PORT,CHSW,601.04,103567.48,0.0058
CASH-PORT,PHD,725.15,103567.48,0.007
CASH-PORT,WLDR,734.56,103567.48,0.007
CASH-PORT,TRFB,864.64,103567.48,0.0083
CASH-PORT,PC,1097.78,103567.48,0.0105
CASH-PORT,GEN,1116.56,103567.48,0.0107
CASH-PORT,RPSD,1216.98,103567.48,0.0117
CASH-PORT,SBL,1919.24,103567.48,0.0185
CASH-PORT,WDMA,2303.14,103567.48,0.0222
CASH-PORT,TEL,2443.68,103567.48,0.0235
CASH-PORT,GEN.1,2667.35,103567.48,0.0257
CASH-PORT,E.1,3035.18,103567.48,0.0293
CASH-PORT,CMPR,3096.52,103567.48,0.0298
CASH-PORT,BRDR,3583.23,103567.48,0.0345
CASH-PORT,DSAW.1,4068.28,103567.48,0.0392
CASH-PORT,WTRB,4685.72,103567.48,0.0452
CASH-PORT,LT,5684.77,103567.48,0.0548
CASH-PORT,KB,6538.43,103567.48,0.0631
CASH-PORT,PUSM,7141.48,103567.48,0.0689
CASH-PORT,DUNI,8841.1,103567.48,0.0853
CASH-PORT,SL.1,14486.21,103567.48,0.1398
CASH-PORT,RSSD,15464.39,103567.48,0.1493
CASH-QUEN,CMXR,42,14021,0.0029
CASH-QUEN,SUC,47.24,14021,0.0033
CASH-QUEN,WPS,49.01,14021,0.0034
CASH-QUEN,DUNI,56.09,14021,0.004
CASH-QUEN,BRSC,69.02,14021,0.0049
CASH-QUEN,OXYS,81.6,14021,0.0058
CASH-QUEN,VCWD,87.08,14021,0.0062
CASH-QUEN,CHEP,90,14021,0.0064
CASH-QUEN,WTRB,96,14021,0.0068
CASH-QUEN,RTRY,96.96,14021,0.0069
CASH-QUEN,CHSW,96.96,14021,0.0069
CASH-QUEN,FLO,96.75,14021,0.0069
CASH-QUEN,PHD,110,14021,0.0078
CASH-QUEN,CFG,113,14021,0.008
CASH-QUEN,FLST,126.16,14021,0.0089
CASH-QUEN,CMPR.1.1,141.4,14021,0.01
CASH-QUEN,PUSM,146.55,14021,0.0104
CASH-QUEN,WDMA,160.6,14021,0.0114
CASH-QUEN,LT,170.2,14021,0.0121
CASH-QUEN,TRTI,200,14021,0.0142
CASH-QUEN,RP,244.85,14021,0.0174
CASH-QUEN,TRFU,246.76,14021,0.0175
CASH-QUEN,TM,250,14021,0.0178
CASH-QUEN,SDCV,300.44,14021,0.0214
CASH-QUEN,TRBC,357.27,14021,0.0254
CASH-QUEN,SAW.1,357.36,14021,0.0254
CASH-QUEN,RSDD,390.64,14021,0.0278
CASH-QUEN,RCS,403.44,14021,0.0287
CASH-QUEN,SAFL,412.32,14021,0.0294
CASH-QUEN,GPL,457.38,14021,0.0326
CASH-QUEN,PC,499.1,14021,0.0355
CASH-QUEN,GEN,611.54,14021,0.0436
CASH-QUEN,SSL,642,14021,0.0457
CASH-QUEN,SSRG,691.84,14021,0.0493
CASH-QUEN,MILD,704.66,14021,0.0502
CASH-QUEN,CMPR,791.24,14021,0.0564
CASH-QUEN,DSAW.1,799.36,14021,0.057
CASH-QUEN,MSB,929.25,14021,0.0662
CASH-QUEN,BRDR,935.78,14021,0.0667
CASH-QUEN,E.1,1919.15,14021,0.1368
CASH-QUEP,WTRT,140,86287.11,0.0016
CASH-QUEP,BH,436,86287.11,0.005
CASH-QUEP,ABL,2335.65,86287.11,0.027
CASH-QUEP,SWU,4109.55,86287.11,0.0476
CASH-QUEP,CNR,5912,86287.11,0.0685
CASH-QUEP,PTB,7116.47,86287.11,0.0824
CASH-QUEP,TBK,10794.07,86287.11,0.125
CASH-QUEP,PBS,14037.29,86287.11,0.1626
CASH-QUEP,TPB,41406.08,86287.11,0.4798
CASH-THOP,SWU,1225.24,120848,0.0101
CASH-THOP,PTB,3023.45,120848,0.025
CASH-THOP,CNR,9532.7,120848,0.0788
CASH-THOP,PBS,15815.61,120848,0.1308
CASH-THOP,TPB,91251,120848,0.755
CASH-THOR,SBB,10.66,133405.26,0
CASH-THOR,SCAT,8.97,133405.26,0
CASH-THOR,SWFT,12.92,133405.26,0
CASH-THOR,CPH,25.86,133405.26,0.0001
CASH-THOR,GLL,42.02,133405.26,0.0003
CASH-THOR,GRDT,46.06,133405.26,0.0003
CASH-THOR,HYPK,48.48,133405.26,0.0003
CASH-THOR,ILPG,40.8,133405.26,0.0003
CASH-THOR,TRFU,45,133405.26,0.0003
CASH-THOR,HYPT,58.99,133405.26,0.0004
CASH-THOR,LBF,78.48,133405.26,0.0005
CASH-THOR,FRCS,74.36,133405.26,0.0005
CASH-THOR,MSCT,85.66,133405.26,0.0006
CASH-THOR,SPD,96,133405.26,0.0007
CASH-THOR,FSL,101.85,133405.26,0.0007
CASH-THOR,GEN,108.12,133405.26,0.0008
CASH-THOR,CUTR,111.52,133405.26,0.0008
CASH-THOR,CWB,107.45,133405.26,0.0008
CASH-THOR,QUE,121.2,133405.26,0.0009
CASH-THOR,TRO,133.4,133405.26,0.0009
CASH-THOR,STLK,135.76,133405.26,0.001
CASH-THOR,SSC,155.16,133405.26,0.0011
CASH-THOR,PPBN,149.93,133405.26,0.0011
CASH-THOR,HYFS,148.37,133405.26,0.0011
CASH-THOR,GSP,158.38,133405.26,0.0011
CASH-THOR,PLTT,229.48,133405.26,0.0017
CASH-THOR,TRCD,242.2,133405.26,0.0018
CASH-THOR,WHBR,254.55,133405.26,0.0019
CASH-THOR,HTQ,280.37,133405.26,0.0021
CASH-THOR,QUE.1,321.54,133405.26,0.0024
CASH-THOR,TQC,323.24,133405.26,0.0024
CASH-THOR,MAN,351.52,133405.26,0.0026
CASH-THOR,CSK,357,133405.26,0.0026
CASH-THOR,CDS,360,133405.26,0.0026
CASH-THOR,WNCH,384.42,133405.26,0.0028
CASH-THOR,MEC,400.8,133405.26,0.003
CASH-THOR,CPS,402.4,133405.26,0.003
CASH-THOR,CBKE,433.76,133405.26,0.0032
CASH-THOR,JIB,472.92,133405.26,0.0035
CASH-THOR,SPIT,476.66,133405.26,0.0035
CASH-THOR,HYDM,520.06,133405.26,0.0038
CASH-THOR,HCP,519.32,133405.26,0.0038
CASH-THOR,CSET,543.74,133405.26,0.004
CASH-THOR,LIN,546.24,133405.26,0.004
CASH-THOR,FWP,582.37,133405.26,0.0043
CASH-THOR,TQA,594.76,133405.26,0.0044
CASH-THOR,CMLN,639.24,133405.26,0.0047
CASH-THOR,ENGH,670.4,133405.26,0.005
CASH-THOR,PAH,692.86,133405.26,0.0051
CASH-THOR,JACK,719.96,133405.26,0.0053
CASH-THOR,TIR,720.02,133405.26,0.0053
CASH-THOR,EHHK,712.58,133405.26,0.0053
CASH-THOR,HMLT,725.94,133405.26,0.0054
CASH-THOR,CCY,735.23,133405.26,0.0055
CASH-THOR,SFTY,772.88,133405.26,0.0057
CASH-THOR,SBG,853.4,133405.26,0.0063
CASH-THOR,CHV,892.82,133405.26,0.0066
CASH-THOR,GPC,894.58,133405.26,0.0067
CASH-THOR,PRK,956.12,133405.26,0.0071
CASH-THOR,HYCY,1124.93,133405.26,0.0084
CASH-THOR,TRBC,1272.09,133405.26,0.0095
CASH-THOR,GDK,1383.83,133405.26,0.0103
CASH-THOR,LHC,1439.22,133405.26,0.0107
CASH-THOR,CAPS,1562.66,133405.26,0.0117
CASH-THOR,RFRC,1753.96,133405.26,0.0131
CASH-THOR,HDC,1778.5,133405.26,0.0133
