cluster_id,subtype_id,subtype_name
19,43,PIPT
8,342,SNDB
19,471,WHPR
2,506,HCP
7,42,CHSW
17,342,SNDB
18,4,TRPA
17,259,SSRG
8,423,FGSH
10,246,VSPP
10,12,LIN
2,156,DRLH
7,33,PBS
19,45,GRAG
19,180,WRFE
5,77,CDS
16,361,LHST
12,481,TBK
9,331,TEL
14,426,LMWR
8,241,RCBC
9,232,SPG
8,389,SB
4,368,LT
18,136,GEN.1
18,332,SF
2,345,CSK
8,25,BCAR
7,121,E.1
2,198,CTM
8,495,SCAT
11,174,SCBR
19,197,RPSD
8,434,SFLE
9,114,TPB
16,241,RCBC
2,80,CONE
8,435,SL
5,287,MEB
10,484,SSAD
9,400,SPHE
14,157,TREQ
16,170,SFTY
9,16,CHEP
8,253,HDGE
16,447,HTP
16,149,RCS
13,408,MCFA
17,451,CSET
11,126,RFG
5,313,FST
16,266,TM
16,505,RSDD
10,39,DBC
5,234,AOCH
19,327,HYDM
19,339,SSL
17,269,LVL
7,110,FKT
8,329,E.1.1
7,106,EXTL
19,349,HDC
19,376,LHC
16,467,JACK
14,329,E.1.1
19,198,CTM
17,161,CNKB
7,340,SRCP
12,309,DG7
10,334,SWR
17,165,CBW
3,411,RTRY
12,446,QUE.1
19,209,VBSX
12,457,CUU
17,344,VBFX
19,10,EHHK
17,279,RTRT
5,434,SFLE
17,167,IRFA
12,77,CDS
19,179,DRMB
8,452,NOLT
18,307,CMPR.1.1
17,38,PFAN
12,325,PUSU
5,470,CNR
17,93,EA
12,417,GA
14,110,FKT
18,133,UTE
17,482,MLBK
17,174,SCBR
16,114,TPB
12,197,RPSD
5,243,PULG
7,116,FLPS
4,219,TW
16,249,VCWD
7,197,RPSD
7,274,SNDC
10,481,TBK
7,478,NGUN
14,330,DSAW.1
8,229,LMRK
14,444,SAWH
4,149,RCS
8,467,JACK
14,295,EVB
19,331,TEL
7,301,CPH
2,344,VBFX
8,426,LMWR
16,329,E.1.1
18,508,SWFT
16,61,WDPP
10,156,DRLH
16,486,GDK
19,396,CDST
5,179,DRMB
18,42,CHSW
8,375,CFG
19,15,PPBN
4,118,FLO
14,435,SL
15,136,GEN.1
11,351,NGGF
6,261,BH
17,289,GEN.1.1
8,442,CMWR
12,406,CPTD
12,227,SSPF
3,243,PULG
7,44,TRFU
7,249,VCWD
18,0,DUNI
11,348,KB
12,371,EVTI
19,330,DSAW.1
8,72,GRNB
8,261,BH
17,195,PUSL
8,102,CUTR
2,329,E.1.1
6,241,RCBC
6,296,MLPD
2,323,FRCS
10,149,RCS
13,307,CMPR.1.1
15,348,KB
16,9,SOS
18,44,TRFU
9,74,CMPR
8,153,GNDR
9,300,CHS
3,380,AD.1
6,338,CVNU
8,299,WLCS
16,441,DAJ
19,247,GEN
4,438,GAA
19,165,CBW
16,457,CUU
17,276,VCCB
13,30,CMLN
6,196,RCD
2,432,DRIL
7,35,AIRC
8,68,TRO
8,42,CHSW
10,203,PHD
14,35,AIRC
8,370,GRA
16,309,DG7
11,234,AOCH
12,259,SSRG
16,426,LMWR
5,36,SSRT
4,30,CMLN
17,190,WBRS
19,111,EXFA
9,100,SAFL
17,45,GRAG
10,245,SL.1
8,44,TRFU
16,148,ABL
9,486,GDK
10,73,DU
10,486,GDK
8,427,SWRA
9,259,SSRG
16,325,PUSU
14,486,GDK
19,203,PHD
17,110,FKT
6,42,CHSW
15,408,MCFA
17,113,FWP
19,157,TREQ
6,179,DRMB
8,166,GPAC
8,62,WBC
4,74,CMPR
16,98,GPL
16,499,MLCH
5,452,NOLT
18,482,MLBK
14,160,MLAG
4,251,ABO
5,482,MLBK
6,51,APS
3,140,RSAW
14,411,RTRY
17,128,EVBR
11,253,HDGE
5,408,MCFA
16,146,PHH
10,42,CHSW
16,209,VBSX
6,126,RFG
11,451,CSET
7,508,SWFT
12,505,RSDD
5,494,HYFS
8,119,CBKE
7,412,BRDR
5,6,CHB
4,508,SWFT
9,345,CSK
19,22,JIB
5,218,NGA
15,176,ILPG
12,241,RCBC
12,469,CVY
7,150,EB
12,155,ITC
7,482,MLBK
7,20,TLCR
8,334,SWR
11,198,CTM
19,167,IRFA
8,473,JVAC
7,471,WHPR
16,33,PBS
19,138,RFRC
19,160,MLAG
19,264,CAPS
8,50,VBSF
8,88,CFSM
16,11,NSP
14,344,VBFX
6,90,DLV
10,506,HCP
19,424,OVEN
12,245,SL.1
15,192,SA
10,81,HH.1
10,223,WTRT
12,110,FKT
8,328,OXYS
8,422,LCT
7,176,ILPG
12,437,VAN
10,114,TPB
18,219,TW
12,60,RTP
10,138,RFRC
5,133,UTE
4,136,GEN.1
5,261,BH
5,266,TM
10,313,FST
19,132,LDHR
10,142,PRK
11,178,SBL
4,474,TRFB
19,278,ESC
2,494,HYFS
2,371,EVTI
18,352,PUSM
12,70,IMWR
7,477,TTW
19,231,DBL
12,14,VCCL
17,65,SGUN
19,113,FWP
6,300,CHS
4,243,PULG
12,434,SFLE
13,2,AOBR
18,326,SSC
7,300,CHS
9,183,DRLS
17,378,TRBC
10,164,GL7
7,467,JACK
17,54,SAWM
4,7,TPG
16,310,GRDT
10,115,RSSD
11,51,APS
8,441,DAJ
7,45,GRAG
9,326,SSC
17,115,RSSD
9,45,GRAG
16,220,STSD
9,194,WBHD
3,133,UTE
8,126,RFG
17,300,CHS
8,39,DBC
12,305,TRCR
17,411,RTRY
19,192,SA
7,425,PTB
16,273,TLI
16,55,PC
16,122,ATK
12,250,VTP
8,134,ARW
7,384,SFOF
17,395,CHA
5,157,TREQ
8,444,SAWH
9,243,PULG
8,454,SMCO
3,382,TRSC
2,486,GDK
8,111,EXFA
7,230,EF
19,70,IMWR
14,14,VCCL
9,197,RPSD
18,249,VCWD
12,266,TM
3,412,BRDR
10,118,FLO
2,419,FCR
4,194,WBHD
3,59,VMH
10,7,TPG
2,301,CPH
8,498,SAWC
14,55,PC
8,209,VBSX
8,70,IMWR
18,142,PRK
11,6,CHB
19,133,UTE
12,368,LT
8,292,MEG
8,449,LEDG
16,118,FLO
8,376,LHC
5,425,PTB
5,106,EXTL
9,117,BA
11,388,RBB
19,52,STGR
19,463,WTRB
3,287,MEB
17,337,TAL
12,167,IRFA
7,148,ABL
12,470,CNR
15,395,CHA
8,384,SFOF
9,144,MLTR
8,464,LPL
3,330,DSAW.1
9,240,WDMA
8,118,FLO
8,460,SFLP
7,178,SBL
19,143,HYPK
5,382,TRSC
13,348,KB
17,326,SSC
15,178,SBL
5,373,RBE
17,48,AB
8,131,GLL
0,412,BRDR
5,70,IMWR
2,257,CMPT
18,77,CDS
0,30,CMLN
9,273,TLI
1,330,DSAW.1
19,246,VSPP
10,59,VMH
9,198,CTM
5,29,FTRA
6,0,DUNI
5,90,DLV
6,379,SCIR
4,451,CSET
14,178,SBL
10,60,RTP
2,464,LPL
1,249,VCWD
2,18,GEN.1.1.1
9,492,LNC
12,451,CSET
7,74,CMPR
8,139,TLJP
16,123,RDSY
8,132,LDHR
8,311,PFFT
17,474,TRFB
19,55,PC
14,423,FGSH
9,106,EXTL
4,415,WSTE
17,136,GEN.1
17,423,FGSH
19,177,RP
9,19,GPC
6,70,IMWR
9,203,PHD
4,327,HYDM
9,390,TRAP
12,273,TLI
14,251,ABO
8,203,PHD
5,149,RCS
14,442,CMWR
9,397,CML
8,191,CGBC
8,298,BKSC
3,378,TRBC
5,352,PUSM
11,131,GLL
4,33,PBS
10,216,ELCB
19,395,CHA
8,180,WRFE
11,463,WTRB
5,411,RTRY
8,248,GSB
15,93,EA
12,177,RP
8,388,RBB
19,400,SPHE
9,127,CNBF
15,372,HCPE
9,261,BH
14,380,AD.1
5,333,SST.1
10,332,SF
19,448,THEO
17,379,SCIR
16,330,DSAW.1
19,207,MNFD
10,440,GRDR
8,124,MILD
9,245,SL.1
2,146,PHH
8,218,NGA
7,378,TRBC
19,238,PSF
2,245,SL.1
17,142,PRK
14,326,SSC
10,324,PLTT
17,400,SPHE
10,310,GRDT
8,443,GFNG
17,228,TRWC
2,364,FSL
9,440,GRDR
19,37,SWTS
18,175,VM 
1,328,OXYS
9,349,HDC
19,261,BH
6,368,LT
19,218,NGA
6,157,TREQ
19,164,GL7
8,52,STGR
16,234,AOCH
18,475,AORD
5,115,RSSD
8,264,CAPS
10,367,ASC
8,504,BRP
18,463,WTRB
4,470,CNR
8,288,FLCL
9,250,VTP
7,266,TM
12,507,ECW
8,9,SOS
8,313,FST
8,366,SCRW
7,77,CDS
2,203,PHD
12,375,CFG
5,140,RSAW
16,311,PFFT
12,0,DUNI
5,344,VBFX
2,324,PLTT
8,471,WHPR
19,128,EVBR
7,434,SFLE
5,142,PRK
7,437,VAN
4,406,CPTD
8,336,MPT
8,488,TQC
5,7,TPG
8,305,TRCR
9,274,SNDC
16,216,ELCB
5,0,DUNI
7,100,SAFL
8,95,NBL.1
19,35,AIRC
2,70,IMWR
9,302,SPD
12,215,CMXR
18,59,VMH
18,100,SAFL
2,240,WDMA
15,240,WDMA
16,41,CBA
4,207,MNFD
10,90,DLV
16,357,CBKC
2,231,DBL
19,335,SBB
18,177,RP
17,245,SL.1
2,183,DRLS
16,112,SSS
16,48,AB
8,396,CDST
4,344,VBFX
19,391,ACEV
19,225,FGF
18,2,AOBR
3,112,SSS
7,253,HDGE
9,451,CSET
11,322,MLTC
3,157,TREQ
6,266,TM
3,418,WL
8,401,CPW
17,111,EXFA
19,483,BRSC
8,18,GEN.1.1.1
8,355,MCH
12,160,MLAG
1,110,FKT
7,205,SAW.1
19,283,STLK
10,196,RCD
9,156,DRLH
12,306,CNCS
17,215,CMXR
3,114,TPB
8,90,DLV
5,11,NSP
19,466,P&C
3,111,EXFA
18,339,SSL
19,74,CMPR
8,116,FLPS
8,371,EVTI
8,130,CSL
8,100,SAFL
19,155,ITC
8,64,CWB
17,467,JACK
9,505,RSDD
6,214,CSG
11,306,CNCS
15,59,VMH
5,19,GPC
6,469,CVY
5,442,CMWR
7,420,EXFT
4,388,RBB
16,425,PTB
17,81,HH.1
5,327,HYDM
18,45,GRAG
1,118,FLO
5,339,SSL
14,325,PUSU
8,402,VEXV
12,274,SNDC
5,136,GEN.1
16,482,MLBK
7,328,OXYS
8,120,GDE
16,465,WLDR
17,205,SAW.1
10,306,CNCS
9,305,TRCR
7,285,HV3
8,122,ATK
7,37,SWTS
14,216,ELCB
17,197,RPSD
10,14,VCCL
9,378,TRBC
18,87,TRTI
6,378,TRBC
9,78,TRPN
11,482,MLBK
14,124,MILD
5,66,MSB
5,83,YDS
8,380,AD.1
17,470,CNR
3,266,TM
8,103,MQPH
17,353,SUC
5,345,CSK
18,360,FJC
8,369,LSK
16,289,GEN.1.1
11,118,FLO
9,87,TRTI
14,36,SSRT
14,470,CNR
16,345,CSK
9,192,SA
7,152,SPIT
2,149,RCS
16,198,CTM
3,214,CSG
19,425,PTB
9,289,GEN.1.1
17,220,STSD
16,360,FJC
2,502,TIR
6,346,HYHP.1
10,326,SSC
17,382,TRSC
5,3,CPHP
5,372,HCPE
12,253,HDGE
9,98,GPL
6,254,LSSL
8,354,DRLC
19,30,CMLN
12,426,LMWR
2,216,ELCB
8,319,FL
6,474,TRFB
9,140,RSAW
12,311,PFFT
17,78,TRPN
4,66,MSB
17,345,CSK
10,425,PTB
17,439,TURF
6,45,GRAG
12,218,NGA
17,324,PLTT
4,126,RFG
10,19,GPC
12,118,FLO
0,77,CDS
19,401,CPW
11,246,VSPP
10,2,AOBR
9,348,KB
6,235,EH
6,249,VCWD
6,136,GEN.1
19,249,VCWD
7,329,E.1.1
5,305,TRCR
10,505,RSDD
13,290,SLSM
5,98,GPL
4,246,VSPP
7,140,RSAW
9,351,NGGF
2,401,CPW
8,49,ACPB
19,367,ASC
12,223,WTRT
8,445,FTHR
16,245,SL.1
5,332,SF
2,157,TREQ
19,389,SB
10,424,OVEN
16,348,KB
5,5,FLST
16,259,SSRG
12,2,AOBR
12,66,MSB
8,145,PBE
9,121,E.1
6,118,FLO
15,327,HYDM
2,176,ILPG
14,334,SWR
2,415,WSTE
8,238,PSF
19,217,WARM
5,299,WLCS
4,78,TRPN
16,298,BKSC
8,240,WDMA
16,250,VTP
16,431,CMPR.1.1.1
2,90,DLV
8,308,CDTR
8,216,ELCB
8,194,WBHD
7,5,FLST
9,424,OVEN
7,203,PHD
2,223,WTRT
9,167,IRFA
19,3,CPHP
15,400,SPHE
16,160,MLAG
7,57,VALV
11,325,PUSU
8,374,QUE
10,467,JACK
5,306,CNCS
7,332,SF
16,439,TURF
4,367,ASC
17,307,CMPR.1.1
19,137,SDCV
5,300,CHS
5,311,PFFT
16,296,MLPD
2,204,SBG
10,331,TEL
16,218,NGA
3,482,MLBK
19,472,COOL
15,356,HYCY
10,185,BBQ
17,496,BCNS
9,5,FLST
7,325,PUSU
17,226,HYWC
5,269,LVL
18,426,LMWR
8,406,CPTD
4,408,MCFA
9,150,EB
9,55,PC
12,336,MPT
2,108,CHV
3,417,GA
16,469,CVY
7,124,MILD
10,411,RTRY
14,51,APS
13,240,WDMA
0,245,SL.1
10,322,MLTC
16,197,RPSD
2,470,CNR
19,368,LT
8,413,OVA
9,498,SAWC
4,245,SL.1
16,174,SCBR
15,257,CMPT
8,421,FTNK
17,60,RTP
10,368,LT
5,385,COM
8,69,VSL
7,16,CHEP
5,335,SBB
19,33,PBS
9,30,CMLN
14,223,WTRT
16,331,TEL
12,203,PHD
14,102,CUTR
8,208,DBP
8,499,MLCH
2,215,CMXR
19,121,E.1
8,87,TRTI
10,110,FKT
19,212,SWU
6,87,TRTI
4,178,SBL
8,483,BRSC
8,400,SPHE
7,486,GDK
3,294,EG
16,102,CUTR
10,327,HYDM
18,415,WSTE
8,480,PHDT
8,475,AORD
19,323,FRCS
19,163,MSCT
12,106,EXTL
2,10,EHHK
17,335,SBB
17,299,WLCS
9,136,GEN.1
9,123,RDSY
17,127,CNBF
10,263,WC
14,248,GSB
4,254,LSSL
3,203,PHD
14,116,FLPS
7,192,SA
14,121,E.1
9,375,CFG
6,66,MSB
17,306,CNCS
2,113,FWP
19,422,LCT
10,434,SFLE
5,463,WTRB
7,211,LRLR
12,320,MLK9
17,94,EMV
11,210,LBLW
19,200,RAB
5,424,OVEN
3,177,RP
17,409,PAH
16,305,TRCR
18,323,FRCS
6,352,PUSM
10,335,SBB
7,243,PULG
8,214,CSG
4,395,CHA
11,368,LT
17,149,RCS
12,281,EBS
12,211,LRLR
15,463,WTRB
18,99,HTQ
17,397,CML
8,306,CNCS
2,458,HYTK
5,176,ILPG
4,217,WARM
2,252,GSP
16,196,RCD
19,219,TW
3,136,GEN.1
12,242,VSU
8,133,UTE
17,406,CPTD
4,352,PUSM
9,73,DU
16,464,LPL
18,111,EXFA
16,210,LBLW
6,406,CPTD
9,447,HTP
19,136,GEN.1
17,475,AORD
19,161,CNKB
8,29,FTRA
10,36,SSRT
19,99,HTQ
4,114,TPB
9,356,HYCY
19,375,CFG
7,388,RBB
6,98,GPL
9,332,SF
16,231,DBL
17,483,BRSC
8,494,HYFS
8,237,CCY
18,328,OXYS
12,132,LDHR
19,175,VM 
19,104,ABR
9,483,BRSC
12,78,TRPN
13,74,CMPR
14,114,TPB
9,401,CPW
3,87,TRTI
2,349,HDC
19,6,CHB
8,7,TPG
17,192,SA
8,82,NRU
7,380,AD.1
10,436,TQA
2,45,GRAG
16,322,MLTC
7,505,RSDD
19,93,EA
8,128,EVBR
10,136,GEN.1
9,481,TBK
19,195,PUSL
10,474,TRFB
12,140,RSAW
6,263,WC
9,460,SFLP
13,320,MLK9
9,491,HKSW
11,442,CMWR
12,424,OVEN
5,388,RBB
18,54,SAWM
13,354,DRLC
9,6,CHB
5,192,SA
9,412,BRDR
8,351,NGGF
17,216,ELCB
8,491,HKSW
12,36,SSRT
7,164,GL7
19,435,SL
4,93,EA
14,16,CHEP
6,412,BRDR
8,255,CHSL
15,149,RCS
16,324,PLTT
17,446,QUE.1
16,483,BRSC
8,278,ESC
8,257,CMPT
14,434,SFLE
4,325,PUSU
5,436,TQA
14,505,RSDD
13,182,TQW
19,285,HV3
8,215,CMXR
14,475,AORD
5,156,DRLH
16,83,YDS
8,107,CUT
4,464,LPL
18,305,TRCR
2,206,TRYJ
8,31,ICE
15,74,CMPR
17,175,VM 
6,309,DG7
18,35,AIRC
8,85,SAWR
2,92,BLO
8,175,VM 
8,135,SWMC
19,328,OXYS
6,464,LPL
10,199,WPS
13,309,DG7
16,401,CPW
5,87,TRTI
17,74,CMPR
17,347,CCF
11,223,WTRT
8,148,ABL
5,110,FKT
8,152,SPIT
10,70,IMWR
2,59,VMH
18,340,SRCP
7,344,VBFX
12,423,FGSH
16,475,AORD
19,243,PULG
15,352,PUSM
18,160,MLAG
5,307,CMPR.1.1
4,70,IMWR
6,55,PC
18,159,TRNC
16,502,TIR
15,245,SL.1
18,401,CPW
16,382,TRSC
9,238,PSF
11,505,RSDD
19,0,DUNI
9,322,MLTC
5,74,CMPR
9,177,RP
2,352,PUSM
4,0,DUNI
4,240,WDMA
8,387,WRWL
17,463,WTRB
8,484,SSAD
7,250,VTP
8,56,RMTP
7,406,CPTD
8,310,GRDT
12,209,VBSX
10,112,SSS
13,486,GDK
17,16,CHEP
5,439,TURF
14,204,SBG
19,11,NSP
12,486,GDK
14,406,CPTD
5,401,CPW
10,34,TLT
2,79,CDVP
11,140,RSAW
12,373,RBE
19,276,VCCB
4,249,VCWD
17,84,FTZR
1,247,GEN
10,412,BRDR
5,249,VCWD
11,55,PC
5,431,CMPR.1.1.1
17,356,HYCY
8,217,WARM
9,257,CMPT
4,193,HCPC
17,118,FLO
10,299,WLCS
12,156,DRLH
14,2,AOBR
8,177,RP
8,268,SDRD
8,142,PRK
8,150,EB
5,182,TQW
5,310,GRDT
16,470,CNR
10,178,SBL
5,340,SRCP
19,440,GRDR
8,245,SL.1
16,2,AOBR
2,360,FJC
10,82,NRU
18,170,SFTY
8,382,TRSC
5,45,GRAG
6,339,SSL
17,383,LFTG
10,157,TREQ
9,382,TRSC
12,48,AB
19,447,HTP
11,209,VBSX
8,468,STGP
15,412,BRDR
12,124,MILD
7,342,SNDB
8,433,PNTR
8,227,SSPF
17,14,VCCL
7,81,HH.1
9,466,P&C
8,265,SSPB
2,83,YDS
19,298,BKSC
18,240,WDMA
8,469,CVY
2,141,HYPT
5,43,PIPT
14,498,SAWC
8,282,SBOX
12,339,SSL
12,380,AD.1
8,45,GRAG
6,133,UTE
8,414,SSVC
14,27,IWR
8,198,CTM
19,288,FLCL
10,469,CVY
6,375,CFG
17,427,SWRA
8,246,VSPP
12,342,SNDB
12,269,LVL
12,127,CNBF
7,499,MLCH
17,388,RBB
17,370,GRA
5,56,RMTP
13,90,DLV
6,470,CNR
9,415,WSTE
19,434,SFLE
8,48,AB
19,431,CMPR.1.1.1
18,70,IMWR
9,502,TIR
12,389,SB
7,188,CBC
12,205,SAW.1
10,218,NGA
19,369,LSK
8,458,HYTK
10,215,CMXR
2,408,MCFA
19,350,HRH
6,115,RSSD
16,5,FLST
8,486,GDK
19,148,ABL
5,374,QUE
14,506,HCP
10,393,SMH
10,194,WBHD
18,331,TEL
15,0,DUNI
9,442,CMWR
16,94,EMV
9,226,HYWC
4,14,VCCL
8,466,P&C
4,59,VMH
14,408,MCFA
8,279,RTRT
15,330,DSAW.1
12,376,LHC
6,93,EA
10,372,HCPE
2,53,WHBR
9,105,SBM
19,360,FJC
8,301,CPH
9,141,HYPT
11,52,STGR
19,215,CMXR
2,143,HYPK
9,425,PTB
19,29,FTRA
12,111,EXFA
14,215,CMXR
17,465,WLDR
16,400,SPHE
19,216,ELCB
19,305,TRCR
16,156,DRLH
17,425,PTB
2,488,TQC
17,286,ENGH
11,470,CNR
8,258,CPS
18,230,EF
8,168,KBB
5,181,RRC
16,60,RTP
8,75,DMFR
6,74,CMPR
8,507,ECW
8,357,CBKC
4,175,VM 
17,332,SF
11,170,SFTY
5,245,SL.1
6,124,MILD
12,356,HYCY
19,325,PUSU
5,348,KB
4,330,DSAW.1
18,238,PSF
1,412,BRDR
15,491,HKSW
8,338,CVNU
14,261,BH
6,505,RSDD
19,59,VMH
7,0,DUNI
16,313,FST
6,290,SLSM
10,249,VCWD
8,425,PTB
9,37,SWTS
8,408,MCFA
8,493,SCRM
18,367,ASC
10,251,ABO
18,157,TREQ
14,372,HCPE
19,296,MLPD
5,416,SSB.1
17,140,RSAW
17,44,TRFU
18,306,CNCS
12,354,DRLC
9,482,MLBK
4,140,RSAW
2,163,MSCT
2,467,JACK
3,45,GRAG
5,415,WSTE
10,354,DRLC
10,100,SAFL
14,111,EXFA
5,375,CFG
18,106,EXTL
18,127,CNBF
2,78,TRPN
2,469,CVY
16,78,TRPN
17,234,AOCH
9,364,FSL
9,499,MLCH
6,197,RPSD
5,164,GL7
5,42,CHSW
8,234,AOCH
9,389,SB
2,2,AOBR
5,217,WARM
8,4,TRPA
9,306,CNCS
8,231,DBL
7,474,TRFB
11,136,GEN.1
8,77,CDS
7,142,PRK
19,106,EXTL
8,113,FWP
19,245,SL.1
17,19,GPC
11,215,CMXR
16,418,WL
19,146,PHH
17,203,PHD
15,142,PRK
17,283,STLK
4,410,R2W
8,409,PAH
2,77,CDS
11,60,RTP
12,114,TPB
10,463,WTRB
6,434,SFLE
7,195,PUSL
11,79,CDVP
16,492,LNC
7,210,LBLW
2,110,FKT
7,408,MCFA
7,279,RTRT
7,246,VSPP
19,199,WPS
12,121,E.1
12,228,TRWC
8,137,SDCV
9,280,PTHT
7,273,TLI
3,146,PHH
8,228,TRWC
16,13,LCRR
5,309,DG7
7,445,FTHR
12,7,TPG
17,317,VBHF
14,484,SSAD
8,479,WHE
10,133,UTE
17,4,TRPA
9,234,AOCH
19,211,LRLR
15,39,DBC
11,307,CMPR.1.1
19,436,TQA
10,180,WRFE
12,57,VALV
10,305,TRCR
16,272,GP30
8,30,CMLN
10,375,CFG
9,110,FKT
12,150,EB
18,132,LDHR
7,229,LMRK
17,330,DSAW.1
12,331,TEL
7,36,SSRT
7,55,PC
16,203,PHD
8,197,RPSD
15,55,PC
18,197,RPSD
11,127,CNBF
13,412,BRDR
9,42,CHSW
12,249,VCWD
8,451,CSET
18,3,CPHP
4,465,WLDR
14,0,DUNI
11,330,DSAW.1
1,14,VCCL
16,136,GEN.1
17,230,EF
13,493,SCRM
10,5,FLST
16,398,SMOK
19,406,CPTD
8,247,GEN
6,194,WBHD
8,184,SDRP
14,246,VSPP
8,14,VCCL
18,209,VBSX
8,300,CHS
7,218,NGA
12,502,TIR
