cluster_id,subtype_id,subtype_name
15,486,GDK
16,66,MSB
9,218,NGA
11,435,SL
16,44,TRFU
5,44,TRFU
24,99,HTQ
19,60,RTP
17,426,LMWR
12,5,FLST
29,53,WHBR
12,74,CMPR
4,360,FJC
2,376,LHC
2,328,OXYS
18,138,RFRC
19,63,URN
25,241,RCBC
6,160,MLAG
8,395,CHA
10,77,CDS
20,240,WDMA
16,402,VEXV
8,392,HAC
20,470,CNR
21,367,ASC
21,470,CNR
17,375,CFG
17,352,PUSM
16,93,EA
9,470,CNR
26,469,CVY
16,115,RSSD
5,55,PC
8,106,EXTL
29,482,MLBK
23,149,RCS
11,249,VCWD
14,115,RSSD
4,424,OVEN
15,218,NGA
5,412,BRDR
8,339,SSL
5,360,FJC
5,499,MLCH
9,337,TAL
14,322,MLTC
17,288,FLCL
9,157,TREQ
25,117,BA
22,149,RCS
21,29,FTRA
2,335,SBB
19,469,CVY
5,488,TQC
18,131,GLL
18,408,MCFA
12,344,VBFX
8,500,CMPR.1
12,13,LCRR
16,215,CMXR
27,325,PUSU
29,401,CPW
12,272,GP30
28,127,CNBF
8,182,TQW
5,493,SCRM
19,25,BCAR
5,154,DSSW
25,339,SSL
15,252,GSP
14,324,PLTT
20,331,TEL
22,278,ESC
12,327,HYDM
10,465,WLDR
21,149,RCS
27,309,DG7
21,19,GPC
12,324,PLTT
29,7,TPG
26,100,SAFL
22,406,CPTD
2,395,CHA
6,56,RMTP
19,237,CCY
19,404,WWB
19,411,RTRY
18,400,SPHE
26,212,SWU
8,230,EF
7,263,WC
2,372,HCPE
19,382,TRSC
22,256,WHBT
3,175,VM 
4,373,RBE
19,83,YDS
22,346,HYHP.1
6,247,GEN
4,273,TLI
8,482,MLBK
17,52,STGR
9,118,FLO
22,66,MSB
20,376,LHC
19,287,MEB
11,218,NGA
5,354,DRLC
20,354,DRLC
25,302,SPD
17,42,CHSW
19,366,SCRW
2,40,WNCH
19,210,LBLW
11,124,MILD
25,197,RPSD
22,452,NOLT
10,254,LSSL
13,124,MILD
22,458,HYTK
26,389,SB
16,204,SBG
22,158,FLTR
26,112,SSS
16,22,JIB
29,87,TRTI
19,40,WNCH
29,372,HCPE
2,492,LNC
16,423,FGSH
16,192,SA
8,242,VSU
24,436,TQA
8,162,CPKK
26,456,GTR
7,320,MLK9
15,502,TIR
26,306,CNCS
21,488,TQC
16,386,IFL
20,14,VCCL
2,447,HTP
16,166,GPAC
5,205,SAW.1
8,263,WC
9,402,VEXV
19,256,WHBT
0,464,LPL
7,313,FST
25,74,CMPR
19,426,LMWR
21,78,TRPN
20,124,MILD
21,383,LFTG
8,211,LRLR
5,178,SBL
6,100,SAFL
2,370,GRA
29,99,HTQ
19,446,QUE.1
12,204,SBG
14,471,WHPR
19,214,CSG
3,196,RCD
26,400,SPHE
7,339,SSL
8,51,APS
14,192,SA
22,508,SWFT
29,3,CPHP
23,245,SL.1
26,448,THEO
24,324,PLTT
23,489,BLWE
16,285,HV3
5,241,RCBC
22,136,GEN.1
19,229,LMRK
9,324,PLTT
12,93,EA
19,486,GDK
10,192,SA
9,142,PRK
5,134,ARW
16,269,LVL
19,393,SMH
18,12,LIN
8,59,VMH
12,307,CMPR.1.1
12,333,SST.1
8,281,EBS
24,74,CMPR
21,360,FJC
9,434,SFLE
21,469,CVY
20,469,CVY
10,66,MSB
6,322,MLTC
7,60,RTP
11,110,FKT
18,311,PFFT
22,245,SL.1
29,254,LSSL
10,129,GSE
22,499,MLCH
26,424,OVEN
17,210,LBLW
10,458,HYTK
20,266,TM
22,464,LPL
14,311,PFFT
25,77,CDS
20,223,WTRT
19,329,E.1.1
29,14,VCCL
25,110,FKT
16,205,SAW.1
8,346,HYHP.1
14,249,VCWD
18,205,SAW.1
16,111,EXFA
22,52,STGR
21,124,MILD
5,484,SSAD
24,442,CMWR
26,408,MCFA
8,33,PBS
17,178,SBL
21,111,EXFA
5,324,PLTT
4,339,SSL
21,197,RPSD
5,328,OXYS
24,133,UTE
22,296,MLPD
17,489,BLWE
8,397,CML
28,114,TPB
24,423,FGSH
8,342,SNDB
19,471,WHPR
2,506,HCP
7,42,CHSW
17,342,SNDB
18,4,TRPA
26,436,TQA
25,59,VMH
17,259,SSRG
8,423,FGSH
10,246,VSPP
2,156,DRLH
7,33,PBS
19,45,GRAG
21,241,RCBC
19,180,WRFE
5,77,CDS
23,400,SPHE
16,361,LHST
8,241,RCBC
9,331,TEL
12,481,TBK
9,232,SPG
8,389,SB
18,136,GEN.1
4,368,LT
26,499,MLCH
18,332,SF
8,25,BCAR
19,280,PTHT
2,198,CTM
7,121,E.1
8,495,SCAT
25,156,DRLH
26,264,CAPS
24,451,CSET
11,174,SCBR
19,197,RPSD
8,434,SFLE
9,114,TPB
29,33,PBS
2,80,CONE
16,241,RCBC
24,66,MSB
8,435,SL
26,349,HDC
5,287,MEB
9,400,SPHE
14,157,TREQ
16,170,SFTY
26,493,SCRM
8,253,HDGE
9,16,CHEP
16,447,HTP
16,149,RCS
19,152,SPIT
13,408,MCFA
17,451,CSET
11,126,RFG
20,33,PBS
5,313,FST
19,337,TAL
16,266,TM
21,289,GEN.1.1
16,505,RSDD
21,493,SCRM
22,442,CMWR
10,39,DBC
5,234,AOCH
26,395,CHA
19,327,HYDM
20,408,MCFA
29,486,GDK
23,2,AOBR
19,339,SSL
17,269,LVL
7,110,FKT
7,106,EXTL
8,329,E.1.1
23,98,GPL
19,349,HDC
19,376,LHC
16,467,JACK
14,329,E.1.1
25,126,RFG
7,443,GFNG
21,195,PUSL
19,198,CTM
17,161,CNKB
22,459,SMPB
10,334,SWR
12,309,DG7
24,505,RSDD
17,165,CBW
24,240,WDMA
3,411,RTRY
24,33,PBS
12,446,QUE.1
19,48,AB
19,209,VBSX
12,457,CUU
17,344,VBFX
19,10,EHHK
17,167,IRFA
12,77,CDS
19,179,DRMB
8,452,NOLT
22,170,SFTY
17,38,PFAN
24,228,TRWC
26,27,IWR
12,325,PUSU
22,111,EXFA
5,470,CNR
12,417,GA
17,93,EA
22,75,DMFR
14,110,FKT
18,133,UTE
22,145,PBE
17,482,MLBK
17,174,SCBR
16,114,TPB
12,197,RPSD
5,243,PULG
4,219,TW
16,249,VCWD
7,197,RPSD
10,481,TBK
22,375,CFG
7,478,NGUN
26,190,WBRS
14,330,DSAW.1
8,229,LMRK
22,203,PHD
14,444,SAWH
4,149,RCS
24,81,HH.1
22,98,GPL
8,467,JACK
14,295,EVB
19,331,TEL
21,484,SSAD
25,63,URN
2,344,VBFX
19,82,NRU
24,247,GEN
8,426,LMWR
22,352,PUSM
16,329,E.1.1
18,508,SWFT
20,301,CPH
26,130,CSL
16,61,WDPP
25,227,SSPF
10,156,DRLH
16,486,GDK
19,396,CDST
5,179,DRMB
18,42,CHSW
25,9,SOS
8,375,CFG
20,231,DBL
19,15,PPBN
14,435,SL
4,118,FLO
15,136,GEN.1
11,351,NGGF
17,289,GEN.1.1
6,261,BH
24,150,EB
8,442,CMWR
12,406,CPTD
26,87,TRTI
21,354,DRLC
12,227,SSPF
3,243,PULG
7,44,TRFU
7,249,VCWD
18,0,DUNI
12,371,EVTI
11,348,KB
24,246,VSPP
24,243,PULG
24,93,EA
26,288,FLCL
29,153,GNDR
27,329,E.1.1
19,330,DSAW.1
8,72,GRNB
8,261,BH
21,423,FGSH
17,195,PUSL
8,102,CUTR
26,305,TRCR
2,329,E.1.1
19,302,SPD
26,333,SST.1
6,241,RCBC
6,296,MLPD
10,149,RCS
13,307,CMPR.1.1
15,348,KB
20,128,EVBR
16,9,SOS
18,44,TRFU
9,74,CMPR
8,153,GNDR
19,421,FTNK
9,300,CHS
22,325,PUSU
22,355,MCH
24,210,LBLW
28,335,SBB
3,380,AD.1
6,338,CVNU
22,361,LHST
8,299,WLCS
16,441,DAJ
19,247,GEN
4,438,GAA
19,398,SMOK
16,457,CUU
17,276,VCCB
13,30,CMLN
6,196,RCD
2,432,DRIL
7,35,AIRC
8,68,TRO
8,42,CHSW
10,203,PHD
14,35,AIRC
26,247,GEN
8,370,GRA
16,309,DG7
11,234,AOCH
24,459,SMPB
12,259,SSRG
7,146,PHH
16,426,LMWR
5,36,SSRT
4,30,CMLN
19,111,EXFA
22,305,TRCR
9,100,SAFL
17,45,GRAG
24,449,LEDG
10,245,SL.1
22,439,TURF
8,44,TRFU
16,148,ABL
9,486,GDK
8,427,SWRA
10,486,GDK
9,259,SSRG
16,325,PUSU
14,486,GDK
20,471,WHPR
19,203,PHD
29,426,LMWR
17,110,FKT
6,42,CHSW
26,198,CTM
15,408,MCFA
24,19,GPC
19,157,TREQ
20,288,FLCL
6,179,DRMB
8,166,GPAC
26,330,DSAW.1
20,111,EXFA
4,74,CMPR
19,220,STSD
16,98,GPL
16,499,MLCH
21,299,WLCS
21,12,LIN
14,160,MLAG
18,482,MLBK
5,452,NOLT
4,251,ABO
25,295,EVB
5,482,MLBK
20,508,SWFT
6,51,APS
3,140,RSAW
19,427,SWRA
14,411,RTRY
17,128,EVBR
11,253,HDGE
19,413,OVA
22,118,FLO
29,442,CMWR
16,146,PHH
10,42,CHSW
16,209,VBSX
6,126,RFG
22,115,RSSD
11,451,CSET
12,505,RSDD
7,508,SWFT
26,132,LDHR
5,494,HYFS
7,412,BRDR
8,119,CBKE
4,508,SWFT
25,469,CVY
5,6,CHB
9,345,CSK
5,218,NGA
19,22,JIB
15,176,ILPG
12,241,RCBC
22,210,LBLW
12,469,CVY
12,155,ITC
7,150,EB
7,482,MLBK
26,180,WRFE
24,8,TTEL
11,198,CTM
29,360,FJC
19,167,IRFA
8,473,JVAC
16,33,PBS
7,471,WHPR
19,138,RFRC
19,160,MLAG
19,264,CAPS
20,249,VCWD
25,313,FST
8,50,VBSF
25,259,SSRG
8,88,CFSM
16,11,NSP
14,344,VBFX
6,90,DLV
19,424,OVEN
12,245,SL.1
21,305,TRCR
15,192,SA
10,223,WTRT
12,110,FKT
7,371,EVTI
8,328,OXYS
8,422,LCT
12,437,VAN
10,114,TPB
29,22,JIB
18,219,TW
12,60,RTP
5,133,UTE
4,136,GEN.1
26,219,TW
5,261,BH
20,437,VAN
29,90,DLV
5,266,TM
10,142,PRK
4,474,TRFB
11,178,SBL
2,494,HYFS
19,278,ESC
18,352,PUSM
12,70,IMWR
19,444,SAWH
29,310,GRDT
19,231,DBL
12,14,VCCL
23,324,PLTT
17,65,SGUN
22,116,FLPS
19,113,FWP
26,160,MLAG
21,208,DBP
6,300,CHS
4,243,PULG
22,195,PUSL
12,434,SFLE
29,488,TQC
20,19,GPC
18,326,SSC
13,2,AOBR
9,183,DRLS
7,300,CHS
17,378,TRBC
10,164,GL7
7,467,JACK
17,54,SAWM
24,305,TRCR
4,7,TPG
16,310,GRDT
11,51,APS
10,115,RSSD
7,45,GRAG
20,299,WLCS
7,345,CSK
9,326,SSC
17,115,RSSD
26,126,RFG
23,348,KB
9,45,GRAG
24,396,CDST
19,342,SNDB
10,217,WARM
16,220,STSD
3,133,UTE
9,194,WBHD
8,126,RFG
8,39,DBC
12,305,TRCR
26,470,CNR
24,219,TW
20,219,TW
19,192,SA
26,201,ALB
7,425,PTB
16,55,PC
16,273,TLI
16,122,ATK
8,134,ARW
12,250,VTP
17,395,CHA
21,382,TRSC
5,157,TREQ
8,444,SAWH
22,133,UTE
25,305,TRCR
20,51,APS
9,243,PULG
8,454,SMCO
3,382,TRSC
8,111,EXFA
29,322,MLTC
20,114,TPB
19,70,IMWR
7,230,EF
14,14,VCCL
9,197,RPSD
24,400,SPHE
29,152,SPIT
18,249,VCWD
12,266,TM
25,472,COOL
3,412,BRDR
28,136,GEN.1
2,419,FCR
10,118,FLO
4,194,WBHD
3,59,VMH
25,45,GRAG
26,207,MNFD
20,30,CMLN
21,352,PUSM
10,7,TPG
25,176,ILPG
22,336,MPT
8,498,SAWC
14,55,PC
21,436,TQA
8,209,VBSX
22,39,DBC
18,142,PRK
8,70,IMWR
20,210,LBLW
21,348,KB
11,6,CHB
26,164,GL7
22,431,CMPR.1.1.1
29,329,E.1.1
21,378,TRBC
19,125,WAAG
7,451,CSET
19,133,UTE
25,100,SAFL
12,368,LT
8,292,MEG
22,329,E.1.1
27,0,DUNI
16,118,FLO
8,376,LHC
5,425,PTB
11,388,RBB
21,401,CPW
5,106,EXTL
20,425,PTB
19,463,WTRB
19,52,STGR
3,287,MEB
12,167,IRFA
7,148,ABL
23,470,CNR
10,309,DG7
12,470,CNR
15,395,CHA
21,331,TEL
21,177,RP
26,367,ASC
8,384,SFOF
9,144,MLTR
27,326,SSC
8,464,LPL
24,130,CSL
3,330,DSAW.1
9,240,WDMA
20,121,E.1
8,118,FLO
20,420,EXFT
7,178,SBL
8,460,SFLP
19,143,HYPK
13,348,KB
17,48,AB
17,326,SSC
15,178,SBL
5,373,RBE
8,131,GLL
0,412,BRDR
5,70,IMWR
2,257,CMPT
0,30,CMLN
18,77,CDS
1,330,DSAW.1
24,307,CMPR.1.1
19,246,VSPP
20,458,HYTK
23,329,E.1.1
21,180,WRFE
10,59,VMH
21,434,SFLE
9,198,CTM
5,29,FTRA
6,0,DUNI
5,90,DLV
6,379,SCIR
4,451,CSET
19,492,LNC
22,290,SLSM
20,502,TIR
14,178,SBL
10,60,RTP
2,464,LPL
2,18,GEN.1.1.1
1,249,VCWD
19,258,CPS
22,344,VBFX
9,492,LNC
12,451,CSET
7,74,CMPR
16,123,RDSY
25,140,RSAW
8,132,LDHR
8,311,PFFT
17,474,TRFB
20,246,VSPP
22,177,RP
20,68,TRO
9,106,EXTL
14,423,FGSH
19,55,PC
4,415,WSTE
22,434,SFLE
17,136,GEN.1
17,423,FGSH
19,177,RP
22,309,DG7
26,218,NGA
9,19,GPC
6,70,IMWR
9,203,PHD
4,327,HYDM
9,390,TRAP
22,410,R2W
12,273,TLI
20,477,TTW
14,251,ABO
7,402,VEXV
20,483,BRSC
8,203,PHD
25,39,DBC
5,149,RCS
14,442,CMWR
8,298,BKSC
8,191,CGBC
24,100,SAFL
29,102,CUTR
5,352,PUSM
11,131,GLL
4,33,PBS
10,216,ELCB
19,395,CHA
8,180,WRFE
11,463,WTRB
10,478,NGUN
8,248,GSB
25,66,MSB
15,93,EA
12,177,RP
29,119,CBKE
8,388,RBB
19,400,SPHE
9,127,CNBF
15,372,HCPE
23,87,TRTI
22,263,WC
9,261,BH
14,380,AD.1
5,333,SST.1
10,332,SF
20,40,WNCH
19,448,THEO
16,330,DSAW.1
17,379,SCIR
19,207,MNFD
26,376,LHC
20,241,RCBC
8,124,MILD
9,245,SL.1
2,146,PHH
8,218,NGA
7,378,TRBC
19,238,PSF
2,245,SL.1
14,326,SSC
17,142,PRK
26,284,LGSP
28,463,WTRB
22,179,DRMB
20,198,CTM
20,375,CFG
10,324,PLTT
17,400,SPHE
10,310,GRDT
8,443,GFNG
17,228,TRWC
9,440,GRDR
26,472,COOL
21,66,MSB
19,37,SWTS
18,175,VM 
26,324,PLTT
1,328,OXYS
9,349,HDC
19,261,BH
20,16,CHEP
6,368,LT
19,218,NGA
6,157,TREQ
22,124,MILD
19,164,GL7
8,52,STGR
26,95,NBL.1
16,234,AOCH
18,475,AORD
5,115,RSSD
21,310,GRDT
8,264,CAPS
25,372,HCPE
10,391,ACEV
24,344,VBFX
24,417,GA
22,463,WTRB
18,463,WTRB
20,218,NGA
21,63,URN
4,470,CNR
8,288,FLCL
9,250,VTP
24,110,FKT
29,15,PPBN
12,507,ECW
7,266,TM
8,9,SOS
8,313,FST
22,196,RCD
22,235,EH
20,352,PUSM
8,366,SCRW
26,3,CPHP
7,77,CDS
26,22,JIB
2,203,PHD
12,375,CFG
22,408,MCFA
24,155,ITC
5,140,RSAW
20,215,CMXR
16,311,PFFT
12,0,DUNI
5,344,VBFX
8,471,WHPR
19,128,EVBR
29,19,GPC
7,434,SFLE
20,229,LMRK
22,266,TM
4,406,CPTD
8,488,TQC
24,425,PTB
5,7,TPG
8,305,TRCR
9,274,SNDC
16,216,ELCB
5,0,DUNI
7,100,SAFL
8,95,NBL.1
20,72,GRNB
2,70,IMWR
19,35,AIRC
9,302,SPD
20,116,FLPS
26,467,JACK
21,254,LSSL
12,215,CMXR
18,59,VMH
18,100,SAFL
2,240,WDMA
16,41,CBA
26,249,VCWD
15,240,WDMA
29,83,YDS
10,90,DLV
4,207,MNFD
2,231,DBL
16,357,CBKC
21,482,MLBK
26,418,WL
19,335,SBB
18,177,RP
21,415,WSTE
17,245,SL.1
2,183,DRLS
16,48,AB
16,112,SSS
8,396,CDST
7,479,WHE
20,400,SPHE
4,344,VBFX
22,22,JIB
26,289,GEN.1.1
22,91,FAR
23,0,DUNI
20,472,COOL
25,3,CPHP
19,225,FGF
18,2,AOBR
26,425,PTB
7,253,HDGE
9,451,CSET
11,322,MLTC
3,157,TREQ
10,253,HDGE
6,266,TM
3,418,WL
8,401,CPW
17,111,EXFA
19,483,BRSC
22,360,FJC
29,327,HYDM
12,160,MLAG
8,18,GEN.1.1.1
1,110,FKT
7,205,SAW.1
19,283,STLK
12,306,CNCS
9,156,DRLH
17,215,CMXR
19,498,SAWC
8,90,DLV
3,114,TPB
29,100,SAFL
19,466,P&C
3,111,EXFA
24,291,TRNS
18,339,SSL
19,74,CMPR
26,127,CNBF
8,371,EVTI
21,329,E.1.1
21,465,WLDR
8,130,CSL
29,386,IFL
8,100,SAFL
21,339,SSL
8,64,CWB
17,467,JACK
9,505,RSDD
6,214,CSG
24,250,VTP
11,306,CNCS
15,59,VMH
5,19,GPC
29,44,TRFU
6,469,CVY
24,52,STGR
5,442,CMWR
19,312,ER
28,2,AOBR
4,388,RBB
16,425,PTB
23,406,CPTD
26,254,LSSL
17,81,HH.1
24,7,TPG
5,327,HYDM
18,45,GRAG
1,118,FLO
5,339,SSL
14,325,PUSU
8,402,VEXV
12,274,SNDC
5,136,GEN.1
20,406,CPTD
16,482,MLBK
7,328,OXYS
8,120,GDE
16,465,WLDR
17,205,SAW.1
7,285,HV3
10,172,TBU
8,122,ATK
22,175,VM 
17,197,RPSD
14,216,ELCB
10,14,VCCL
23,463,WTRB
9,378,TRBC
20,190,WBRS
18,87,TRTI
6,378,TRBC
9,78,TRPN
11,482,MLBK
22,188,CBC
14,124,MILD
5,66,MSB
22,342,SNDB
24,266,TM
5,83,YDS
26,293,PPCT
8,380,AD.1
17,470,CNR
25,118,FLO
3,266,TM
22,189,PSTB
8,103,MQPH
18,360,FJC
5,345,CSK
22,161,CNKB
17,353,SUC
10,9,SOS
21,330,DSAW.1
16,289,GEN.1.1
11,118,FLO
25,442,CMWR
25,42,CHSW
26,309,DG7
9,87,TRTI
14,36,SSRT
14,470,CNR
16,345,CSK
26,153,GNDR
9,192,SA
2,149,RCS
25,325,PUSU
16,198,CTM
7,185,BBQ
3,214,CSG
21,127,CNBF
26,339,SSL
19,425,PTB
16,360,FJC
29,447,HTP
6,346,HYHP.1
26,368,LT
25,356,HYCY
17,382,TRSC
5,3,CPHP
5,372,HCPE
12,253,HDGE
29,17,MEC
26,114,TPB
9,98,GPL
19,154,DSSW
6,254,LSSL
8,354,DRLC
26,396,CDST
19,30,CMLN
25,192,SA
7,161,CNKB
29,409,PAH
29,229,LMRK
12,426,LMWR
2,216,ELCB
26,451,CSET
8,319,FL
6,474,TRFB
10,108,CHV
9,140,RSAW
22,34,TLT
21,426,LMWR
21,5,FLST
12,311,PFFT
17,78,TRPN
4,66,MSB
17,345,CSK
10,425,PTB
10,346,HYHP.1
28,3,CPHP
29,299,WLCS
17,439,TURF
20,107,CUT
25,486,GDK
6,45,GRAG
12,218,NGA
19,139,TLJP
4,126,RFG
17,324,PLTT
20,152,SPIT
0,77,CDS
22,424,OVEN
12,118,FLO
11,246,VSPP
19,401,CPW
9,348,KB
10,2,AOBR
6,235,EH
6,249,VCWD
6,136,GEN.1
19,249,VCWD
5,305,TRCR
7,329,E.1.1
5,98,GPL
10,505,RSDD
13,290,SLSM
4,246,VSPP
7,140,RSAW
9,351,NGGF
26,299,WLCS
20,330,DSAW.1
19,367,ASC
29,354,DRLC
12,223,WTRT
29,234,AOCH
22,441,DAJ
8,445,FTHR
16,245,SL.1
19,389,SB
10,424,OVEN
21,376,LHC
16,348,KB
5,5,FLST
16,259,SSRG
22,277,SBIN
12,2,AOBR
26,91,FAR
24,122,ATK
29,412,BRDR
29,283,STLK
12,66,MSB
6,118,FLO
9,121,E.1
15,327,HYDM
2,176,ILPG
20,136,GEN.1
19,495,SCAT
23,114,TPB
2,415,WSTE
26,111,EXFA
8,238,PSF
19,217,WARM
25,124,MILD
25,463,WTRB
22,326,SSC
4,78,TRPN
20,176,ILPG
9,216,ELCB
16,298,BKSC
8,240,WDMA
16,250,VTP
16,431,CMPR.1.1.1
20,59,VMH
2,90,DLV
29,349,HDC
8,216,ELCB
27,178,SBL
8,194,WBHD
7,5,FLST
9,424,OVEN
26,227,SSPF
2,223,WTRT
7,203,PHD
24,464,LPL
19,3,CPHP
15,400,SPHE
16,160,MLAG
29,264,CAPS
8,374,QUE
11,325,PUSU
26,142,PRK
5,306,CNCS
16,439,TURF
4,367,ASC
22,59,VMH
17,307,CMPR.1.1
19,137,SDCV
5,300,CHS
16,296,MLPD
24,484,SSAD
26,156,DRLH
29,375,CFG
10,331,TEL
16,218,NGA
19,472,COOL
3,482,MLBK
15,356,HYCY
10,185,BBQ
25,2,AOBR
24,177,RP
9,5,FLST
7,325,PUSU
17,226,HYWC
5,269,LVL
25,246,VSPP
18,426,LMWR
19,275,ITC.1
8,406,CPTD
4,408,MCFA
22,372,HCPE
9,150,EB
9,55,PC
20,77,CDS
22,108,CHV
12,336,MPT
22,137,SDCV
29,246,VSPP
20,372,HCPE
3,417,GA
16,469,CVY
7,124,MILD
14,51,APS
0,245,SL.1
13,240,WDMA
2,470,CNR
16,197,RPSD
24,112,SSS
19,368,LT
24,285,HV3
8,413,OVA
4,245,SL.1
16,174,SCBR
15,257,CMPT
8,421,FTNK
17,60,RTP
10,368,LT
26,16,CHEP
26,471,WHPR
5,385,COM
20,296,MLPD
8,69,VSL
5,335,SBB
7,16,CHEP
19,33,PBS
9,30,CMLN
25,55,PC
14,223,WTRT
16,331,TEL
14,102,CUTR
12,203,PHD
8,208,DBP
8,499,MLCH
2,215,CMXR
24,4,TRPA
19,121,E.1
10,110,FKT
8,87,TRTI
7,204,SBG
19,212,SWU
26,488,TQC
20,463,WTRB
6,87,TRTI
8,483,BRSC
4,178,SBL
8,400,SPHE
21,200,RAB
7,486,GDK
3,294,EG
16,102,CUTR
23,246,VSPP
8,480,PHDT
21,2,AOBR
8,475,AORD
19,323,FRCS
22,348,KB
19,163,MSCT
7,155,ITC
12,106,EXTL
28,465,WLDR
29,451,CSET
17,299,WLCS
9,136,GEN.1
9,123,RDSY
17,127,CNBF
14,248,GSB
3,203,PHD
4,254,LSSL
24,60,RTP
7,192,SA
22,351,NGGF
9,375,CFG
20,253,HDGE
26,307,CMPR.1.1
6,66,MSB
17,306,CNCS
21,296,MLPD
10,434,SFLE
5,463,WTRB
12,320,MLK9
7,211,LRLR
23,45,GRAG
17,94,EMV
11,210,LBLW
19,200,RAB
24,0,DUNI
5,424,OVEN
24,241,RCBC
20,442,CMWR
3,177,RP
25,415,WSTE
18,323,FRCS
16,305,TRCR
6,352,PUSM
10,380,AD.1
24,376,LHC
7,243,PULG
29,301,CPH
4,395,CHA
8,214,CSG
29,205,SAW.1
11,368,LT
21,505,RSDD
17,149,RCS
22,38,PFAN
29,332,SF
12,281,EBS
12,211,LRLR
15,463,WTRB
18,99,HTQ
17,397,CML
2,458,HYTK
8,306,CNCS
24,265,SSPB
29,249,VCWD
4,217,WARM
25,148,ABL
16,196,RCD
28,356,HYCY
19,219,TW
26,115,RSSD
3,136,GEN.1
12,242,VSU
24,59,VMH
8,133,UTE
17,406,CPTD
25,234,AOCH
23,325,PUSU
22,350,HRH
4,352,PUSM
16,210,LBLW
18,111,EXFA
16,464,LPL
29,295,EVB
22,380,AD.1
21,259,SSRG
6,406,CPTD
9,447,HTP
7,336,MPT
21,116,FLPS
19,136,GEN.1
17,475,AORD
8,29,FTRA
26,174,SCBR
10,36,SSRT
19,99,HTQ
20,505,RSDD
4,114,TPB
9,356,HYCY
7,388,RBB
19,375,CFG
6,98,GPL
23,124,MILD
9,332,SF
16,231,DBL
24,426,LMWR
17,483,BRSC
20,156,DRLH
8,494,HYFS
8,237,CCY
18,328,OXYS
12,132,LDHR
20,344,VBFX
19,175,VM 
24,215,CMXR
9,483,BRSC
12,78,TRPN
25,35,AIRC
13,74,CMPR
14,114,TPB
3,87,TRTI
22,482,MLBK
20,203,PHD
19,6,CHB
2,349,HDC
21,251,ABO
8,7,TPG
17,192,SA
8,82,NRU
7,380,AD.1
29,376,LHC
7,177,RP
2,45,GRAG
20,329,E.1.1
16,322,MLTC
20,326,SSC
20,195,PUSL
7,396,CDST
7,505,RSDD
19,93,EA
8,128,EVBR
10,136,GEN.1
26,18,GEN.1.1.1
9,481,TBK
19,195,PUSL
26,226,HYWC
12,140,RSAW
13,320,MLK9
10,202,STBK
6,263,WC
9,460,SFLP
24,205,SAW.1
22,13,LCRR
9,491,HKSW
11,442,CMWR
22,78,TRPN
12,424,OVEN
5,388,RBB
18,54,SAWM
7,254,LSSL
20,78,TRPN
13,354,DRLC
9,6,CHB
5,192,SA
9,412,BRDR
25,333,SST.1
8,351,NGGF
17,216,ELCB
