customer_code
ELGL6000
ENDE6000
NEWS3015
CONT2430
MULT6016
CONH6000
MUNI0231
HARG2662
PANC1026
WREC6000
MSBC6000
MIDC9655
INSI3255
CAPE6005
SHEA9549
INDU1010
AWPM0644
CONT6031
DELU2009
BOTH9713
BILL0322
sita6001
DANN8000
NEWC2621
port8074
BAIA1000
prot6001
JEJR0090
USHE2333
EIGH3388
LETO6000
GONG8000
RASM9259
ILLA1009
wayc1045
NEWH9001
DILL6000
AUST1053
THEO1027
CONV9293
SJEL0357
GIBS0023
SPOT2179
QUIC1019
ingh5853
forg6001
WEIR6005
SAMT5666
MACD4622
ISIS6000
EART6003
WEST6087
PPWE6000
CROF2410
fkpc7719
SHAR9616
MINI2584
BOLK9486
INTE1383
SOIL3170
Mar-44
VAUG1010
NEWS8460
TRID6004
FLAK8500
MILB9500
EVOL0476
DELA8753
JAYL6001
BRID2060
KONE1007
URBA8455
CIVI6007
WORM6007
INBY8000
amms8000
Mirv6002
YORK3958
VALL8000
DEGN1000
OHLA7777
LEOF9424
GLED6000
CONA1651
BRAE1010
bect2221
NSWF1912
GOLD8164
FAIR6009
ATLA2616
QUEE6045
INTE6039
KING9326
AMPC3908
RTCO6000
ABER0208
SIMS6005
MURP6003
tomb8998
GLOB1308
POLY3313
ACWH6001
LISC1424
AJME6001
PACI1054
TCMC6000
RTCF6000
ALLS6029
WALL6014
amco1015
COOL6024
JOYM6000
RENE0669
NOMA6002
WILS1015
THER2428
COAS1003
POAU3000
JOSA3693
ABER7777
PROJ6022
PAGE8000
JAMA1000
IPOW6000
TONY1027
Euro6002
WILK9501
DANC1018
DGRO1973
ALLA9417
AROG8180
CHAS9600
QUIC1814
TFWO6001
RJBR8792
NATI6036
RTCB8000
parc7705
TRAN6000
simp6008
HCHI6000
SEPO2705
BUIL0002
PELE1422
SNOW6001
TPDE9423
SKYW2575
ATSA8257
BLOC1673
SAUN1035
ELLT4324
CCBE6000
NELM9500
GALW8190
STRU6011
SJHI1000
THIN2888
DAVI6084
WAEG8000
WIDE4030
ROCK8900
UTSR5444
SLST1006
GLEN3159
HITA6000
CONT7863
BLUE6039
MONA1014
ONEI6006
ABBG6000
bris9299
ACED7845
SEBA6066
PLAT7386
DANT0752
NATI6001
COLI6010
SGMF8462
JONE6005
FARR6080
TOTA1043
WILL6033
AVOP1300
TRIN6005
TURN7987
INTE6003
ASPE1015
WALT1016
ATHA6000
ROAD3644
APLU6999
TYCO6006
FLUO2989
LEDO8509
HOWD6000
TORO6000
D&LM9500
JEAN1627
VIRI1008
GROU1065
PUMP9669
METR6021
YORE6000
DHHO6000
BREM0874
PSPA3919
KALM2025
GWHB3766
AQUA6026
DESA8983
Shar6011
WATE8948
BRAD8159
CODM1017
RKRI1000
AUST2484
REDB9340
MMDA8567
ayzl6000
LIAN6000
FLUR8938
TAYL9704
ICON3631
GRIN3811
WATT6003
Spri1024
LITT6000
PAYN1000
AUST6060
ZAUN9248
WHIT8452
BASS6099
MACA8232
ORON2555
STAR1008
UNIM6001
CSRB6000
WATE6022
FORE9513
COMM6003
CLAR9525
METS8381
PERS8599
ICHO3336
APTM6001
SAVC6000
apbp6000
POLY1012
EESI6000
main1018
HUNT8005
PRAT8000
tank0761
DONN3252
EPTE9177
PHMI6000
KILL8000
STRU7623
STEP1043
DOSA1018
AWED1001
LANS1022
seve6022
EXCE9501
GEOC5043
PERI5551
AQUA6002
brad6003
namo6000
tayl3965
KEYS6311
SPOT6003
brid0127
INDU9264
SERI1782
GREG6005
A1EA9238
LARS6002
mine1050
AVES6000
ABER9219
AQUA6019
MIKC8920
MACK4222
AIRL1008
MANT3710
HAYW6000
BODE9532
BUIL2941
DENH1027
NEWA6000
RETA8949
tels4202
ADVA6037
FLEX2525
SCHE6003
TMEG8230
SYNE9008
DECC3068
KING8001
BAXT6001
MANI3658
MICH5297
FORG1000
INSI6002
ITTF6000
BRIC9857
REDE6002
SMIT5900
BAue6000
JOHN6016
QUAL1000
JJBU4300
DGRO8407
SILV8985
TRIP6004
GPMC2882
GOOD6003
ITST2000
IHIE6000
STIR6005
GERR6000
WILL1009
ARTT6000
HELM8990
KIRF6000
BARR8001
HAZE8000
PAYN4161
SEVE7746
SNOW9588
BECT1010
MIDC6006
PLAN5083
SIMM3638
DIAL0094
SILO2166
UNDE6003
LAMP8339
ONEB6000
EMER9617
AUST1014
BOGG4775
CAPE4999
duna6000
ware9198
CONN0950
COMP0382
ODON9681
TEFC6000
FUEL4182
COFF6007
CIVI6041
ROBC3279
NEST6003
AUST6210
west6135
EILB8000
MACQ6008
TRAZ1023
LIBE8555
UNIT6033
WILK1004
CHAR1411
BELM6003
ALST1050
SYDN1014
JONE5820
csir6001
GGOL6000
TLMT6000
MARI6016
LEON6004
WITC1028
BERM7336
RABM6000
UEA8329
PREC9501
PJTM4466
EART6005
JOHN6069
ENER6999
VSLA6000
STHI7968
HWLA6000
KERE2058
ALLM6002
VARL6001
WILD6007
INTE1045
KENN6004
HANC6000
UNIV6006
SOUT6058
TYCO6000
WABR5089
CBIC8120
GILB9500
LEBL5514
BARR6040
SHAN6001
MEGG7581
ERIN6004
acti5425
MWLM9671
ANSA7727
SAVC8509
THOM6009
COXV6000
PIPE6008
STEP3141
TALI5556
GEOV6000
NJCO6000
PEGE8295
HANN4752
ILLA2982
EXCE2697
BOCG5782
KENN1029
MINE7999
TEMP6005
TRAN6026
TJRF6000
COLE6008
NATI7199
CONA8000
MURR6023
SPOR6002
AFFI6000
PROT1000
ADSE4818
STAB1000
JOHN5050
AUST6064
JMGM6000
BUIL1021
DIAL1000
ACTE6000
DEIC5600
TLEA0689
TRCC6000
EAST6035
PREC9503
NIEP0976
SPOT2144
