
kMeans
======

Number of iterations: 8
Within cluster sum of squared errors: 814.879055882926

Cluster centroids:
                         Cluster#
Attribute    Full Data          0          1          2          3          4          5          6          7          8          9
                 (446)        (3)        (8)      (100)       (37)      (210)        (1)       (33)       (13)        (8)       (33)
====================================================================================================================================
type362         0.0006          0          0          0          0     0.0012          0          0          0     0.0005          0
type363              0          0          0          0          0     0.0001          0          0          0          0          0
type364              0          0          0          0          0          0          0          0          0          0          0
type365              0          0          0          0          0          0          0          0          0          0          0
type366              0          0          0          0          0          0          0          0          0          0          0
type367         0.0001          0          0          0          0     0.0001          0          0          0          0          0
type368              0          0          0          0     0.0001          0          0          0     0.0002          0          0
type369              0          0          0          0          0     0.0001          0          0          0          0          0
type370              0          0     0.0003          0          0          0          0          0          0          0          0
type371         0.0002          0          0          0          0     0.0005          0          0          0          0          0
type372              0          0          0          0          0          0          0          0          0          0          0
type373              0          0          0          0          0     0.0001          0          0          0          0          0
type374              0          0     0.0002          0     0.0001          0          0          0          0          0     0.0001
type375              0          0     0.0001          0          0          0          0          0          0          0          0
type376              0          0          0          0          0          0          0          0          0          0          0
type377              0          0          0          0          0     0.0001          0          0          0          0          0
type378              0          0          0          0          0          0          0          0          0          0          0
type379              0          0          0          0          0          0          0          0          0     0.0001          0
type380              0          0          0          0          0          0          0          0          0          0          0
type381              0          0          0          0          0     0.0001          0          0          0          0          0
type382              0          0          0          0          0          0          0          0          0          0          0
type383              0          0          0     0.0001          0          0          0          0          0          0          0
type384              0          0          0          0          0          0          0          0          0          0          0
type385         0.0001          0          0          0          0     0.0002          0          0          0          0          0
type386         0.0001          0          0     0.0001     0.0007          0          0          0          0          0          0
type387         0.0002          0          0     0.0001     0.0004          0          0          0          0          0     0.0014
type388         0.0001          0          0          0          0          0          0          0          0          0      0.002
type389              0          0          0          0          0          0          0          0          0          0          0
type390              0          0          0          0          0          0          0          0          0          0          0
type391              0          0          0          0          0          0          0          0          0          0          0
type392              0          0          0          0          0          0          0          0          0          0          0
type393         0.0005          0          0          0          0          0          0          0          0          0      0.006
type394              0          0          0          0          0          0          0          0          0          0     0.0004
type395              0          0          0          0          0          0          0          0          0          0          0
type396              0          0          0          0          0          0          0          0          0          0          0
type397         0.0002          0          0          0          0     0.0004          0          0          0          0          0
type398              0          0          0          0          0          0          0          0          0          0          0
type399              0          0          0          0          0          0          0          0          0          0          0
type400              0          0          0          0          0          0          0     0.0001          0          0          0
type401              0          0          0          0          0          0          0          0          0          0          0
type402              0          0          0          0          0          0          0          0          0          0          0
type403              0          0          0          0          0     0.0001          0          0     0.0002          0          0
type404              0          0          0          0          0          0          0          0          0          0          0
type405         0.0001          0          0     0.0003          0          0          0          0          0          0     0.0001
type406         0.0003          0          0          0          0     0.0007          0          0          0          0          0
type407              0          0          0          0          0          0          0          0     0.0001          0          0
type408              0          0          0          0          0          0          0     0.0002          0          0          0
type409              0          0          0          0          0          0          0          0          0     0.0001          0
type410              0          0     0.0001          0          0          0          0          0          0          0          0
type411              0          0          0          0          0          0          0     0.0003          0          0          0
type412              0          0          0          0          0          0          0          0          0          0          0
type413              0          0          0          0          0          0          0          0          0          0          0
type414              0          0          0          0     0.0001     0.0001          0          0          0          0          0
type415              0          0          0          0          0          0          0          0          0          0          0
type416              0          0          0          0          0     0.0001          0          0          0          0          0
type417              0          0          0          0          0          0          0          0          0          0          0
type418              0          0          0          0          0     0.0001          0          0          0          0          0
type419         0.0001          0          0          0          0     0.0002          0          0          0          0          0
type420         0.0002          0          0     0.0008          0          0          0          0          0          0          0
type421         0.0001          0          0          0          0     0.0003          0          0          0          0          0
type422              0          0     0.0028          0          0          0          0          0          0          0          0
type423              0          0     0.0003          0          0          0          0          0          0          0          0
type424              0          0          0          0          0          0          0          0          0          0          0
type425              0          0          0          0          0          0          0     0.0004          0          0          0
type426              0          0          0     0.0001          0          0          0          0          0          0          0
type427              0          0          0          0          0          0          0          0          0          0     0.0006
type428              0          0          0          0          0          0          0          0     0.0017          0          0
type429              0          0          0          0          0          0          0          0          0          0          0
type430              0          0          0          0          0          0          0     0.0002          0          0          0
type431         0.0001          0          0          0          0     0.0003          0          0          0          0          0
type432              0          0          0          0          0          0          0          0          0          0          0
type433              0          0          0          0          0          0          0          0          0          0          0
type434              0          0          0          0          0          0          0          0          0          0          0
type435              0          0          0          0          0          0          0          0          0          0          0
type436              0          0          0          0          0          0          0          0          0          0          0
type437              0          0          0          0          0          0          0          0          0          0          0
type438              0          0          0          0          0          0          0          0          0          0          0
type439              0          0          0          0          0          0          0          0          0          0          0
type440              0          0          0          0          0          0          0          0          0          0          0
type441              0          0          0          0          0          0          0          0          0          0          0
type442              0          0          0          0          0          0          0          0          0          0          0
type443              0          0          0          0          0          0          0          0          0          0          0
type444              0          0          0          0          0          0          0          0          0          0          0
type445              0          0          0          0          0          0          0          0          0          0          0
type446              0          0          0          0          0          0          0          0          0          0          0
type447              0          0          0          0          0          0          0          0          0          0          0
type448              0          0          0          0          0          0          0          0          0          0          0
type449              0          0          0          0          0          0          0          0          0          0          0
type450              0          0          0          0          0          0          0          0          0          0          0
type451              0          0          0          0          0          0          0          0          0          0          0
type452              0          0          0          0          0          0          0          0          0          0          0
type453              0          0          0          0          0          0          0          0          0          0          0
type454              0          0          0          0          0          0          0          0          0          0          0
type455              0          0          0          0          0          0          0          0          0          0          0
type456              0          0          0          0          0          0          0          0          0          0          0
type457              0          0          0          0          0          0          0          0          0          0          0
type458              0          0          0          0          0          0          0          0          0          0          0
type459              0          0          0          0          0          0          0          0          0          0          0
type460              0          0          0          0          0          0          0          0          0          0          0
type461              0          0          0          0          0          0          0          0          0          0          0
type462              0          0          0          0          0          0          0          0          0          0          0
type463              0          0          0          0          0          0          0          0          0          0          0
type464              0          0          0          0          0          0          0          0          0          0          0
type465              0          0          0          0          0          0          0          0          0          0          0
type466              0          0          0          0          0          0          0          0          0          0          0
type467              0          0          0          0          0          0          0          0          0          0          0
type468              0          0          0          0          0          0          0          0          0          0          0
type469              0          0          0          0          0          0          0          0          0          0          0
type470              0          0          0          0          0          0          0          0          0          0          0
type471              0          0          0          0          0          0          0          0          0          0          0
type472              0          0          0          0          0          0          0          0          0          0          0
type473              0          0          0          0          0          0          0          0          0          0          0
type474              0          0          0          0          0          0          0          0          0          0          0
type475              0          0          0          0          0          0          0          0          0          0          0
type476              0          0          0          0          0          0          0          0          0          0          0
type477              0          0          0          0          0          0          0          0          0          0          0
type478              0          0          0          0          0          0          0          0          0          0          0
type479              0          0          0          0          0          0          0          0          0          0          0
type480              0          0          0          0          0          0          0          0          0          0          0
type481              0          0          0          0          0          0          0          0          0          0          0
type482              0          0          0          0          0          0          0          0          0          0          0
type483              0          0          0          0          0          0          0          0          0          0          0
type484              0          0          0          0          0          0          0          0          0          0          0
type485              0          0          0          0          0          0          0          0          0          0          0
type486              0          0          0          0          0          0          0          0          0          0          0
type487              0          0          0          0          0          0          0          0          0          0          0
type488              0          0          0          0          0          0          0          0          0          0          0
type489              0          0          0          0          0          0          0          0          0          0          0
type490              0          0          0          0          0          0          0          0          0          0          0
type491              0          0          0          0          0          0          0          0          0          0          0
type492              0          0          0          0          0          0          0          0          0          0          0
type493              0          0          0          0          0          0          0          0          0          0          0
type494              0          0          0          0          0          0          0          0          0          0          0
type495              0          0          0          0          0          0          0          0          0          0          0
type496              0          0          0          0          0          0          0          0          0          0          0
type497              0          0          0          0          0          0          0          0          0          0          0
type498              0          0          0          0          0          0          0          0          0          0          0
type499              0          0          0          0          0          0          0          0          0          0          0
type500              0          0          0          0          0          0          0          0          0          0          0
type501              0          0          0          0          0          0          0          0          0          0          0
type502              0          0          0          0          0          0          0          0          0          0          0
type503              0          0          0          0          0          0          0          0          0          0          0
type504              0          0          0          0          0          0          0          0          0          0          0
type505              0          0          0          0          0          0          0          0          0          0          0
type506              0          0          0          0          0          0          0          0          0          0          0
type507              0          0          0          0          0          0          0          0          0          0          0
type508              0          0          0          0          0          0          0          0          0          0          0
type509              0          0          0          0          0          0          0          0          0          0          0
type510              0          0          0          0          0          0          0          0          0          0          0
type511              0          0          0          0          0          0          0          0          0          0          0
type512              0          0          0          0          0          0          0          0          0          0          0
type513              0          0          0          0          0          0          0          0          0          0          0
type514              0          0          0          0          0          0          0          0          0          0          0
type515              0          0          0          0          0          0          0          0          0          0          0
type516              0          0          0          0          0          0          0          0          0          0          0
type517              0          0          0          0          0          0          0          0          0          0          0


Clustered Instances

 0        3 (  1%)
 1        8 (  2%)
 2      100 ( 22%)
 3       37 (  8%)
 4      210 ( 47%)
 5        1 (  0%)
 6       33 (  7%)
 7       13 (  3%)
 8        8 (  2%)
 9       33 (  7%)
