
kMeans
======

Number of iterations: 8
Within cluster sum of squared errors: 814.879055882926

Cluster centroids:
                         Cluster#
Attribute    Full Data          0          1          2          3          4          5          6          7          8          9
                 (446)        (3)        (8)      (100)       (37)      (210)        (1)       (33)       (13)        (8)       (33)
====================================================================================================================================
type96               0          0          0     0.0001          0          0          0          0          0          0          0
type97          0.0003     0.0005      0.001     0.0001     0.0006     0.0003          0     0.0003     0.0019     0.0001     0.0001
type98          0.0029          0          0     0.0042     0.0016     0.0021          0     0.0023     0.0213          0          0
type99          0.0004          0          0     0.0003      0.004          0          0          0          0          0          0
type100         0.0007     0.0003     0.0002     0.0016     0.0005     0.0004     0.0006     0.0001     0.0047          0          0
type101         0.0003          0          0     0.0002          0     0.0005          0          0          0          0          0
type102          0.001          0     0.0014     0.0016     0.0019     0.0007          0     0.0003     0.0041          0          0
type103         0.0003          0     0.0004          0          0          0          0          0          0          0     0.0038
type104              0          0     0.0001          0          0          0          0          0          0          0          0
type105              0          0     0.0001          0     0.0002          0          0          0          0          0          0
type106         0.0001          0     0.0001     0.0001     0.0002          0          0          0     0.0001          0          0
type107         0.0009          0     0.0001     0.0017     0.0007     0.0008          0     0.0001     0.0005     0.0001     0.0002
type108         0.0001          0     0.0001          0          0          0          0          0     0.0009     0.0005     0.0001
type109         0.0045          0     0.0013     0.0166     0.0005     0.0011          0          0     0.0069          0     0.0006
type110         0.0011          0          0     0.0011          0     0.0018     0.0095          0          0          0          0
type111              0          0          0          0          0          0     0.0009          0          0          0          0
type112         0.0011          0          0          0          0     0.0017          0          0          0     0.0142          0
type113         0.0006          0          0          0          0     0.0009          0          0          0     0.0093          0
type114         0.0069          0          0      0.026     0.0002     0.0015          0     0.0032     0.0025     0.0001     0.0001
type115          0.002          0          0     0.0003          0     0.0029          0     0.0001          0     0.0261     0.0007
type116         0.0001          0     0.0006          0     0.0001          0          0     0.0001          0          0          0
type117         0.0009     0.0044     0.0037     0.0001          0     0.0017          0          0          0          0          0
type118         0.0002          0          0     0.0001          0     0.0002          0     0.0009          0          0     0.0004
type119         0.0002          0     0.0012     0.0004     0.0002     0.0002          0          0     0.0001          0          0
type120         0.0011          0          0     0.0005     0.0098     0.0004          0          0          0          0          0
type121         0.0001          0          0          0          0     0.0001          0          0          0     0.0015          0
type122         0.0006          0          0          0          0     0.0006          0          0          0     0.0183          0
type123              0          0          0          0          0          0          0          0          0          0          0
type124         0.0007          0          0     0.0003     0.0001     0.0012          0          0          0          0          0
type125         0.0005          0          0          0          0     0.0008          0          0          0     0.0015     0.0007
type126         0.0001          0          0          0     0.0003          0          0     0.0001          0          0          0
type127         0.0003          0          0          0          0     0.0004          0     0.0001          0          0     0.0004
type128         0.0017          0          0     0.0002          0     0.0035          0          0          0          0          0
type129         0.0009          0     0.0023     0.0015     0.0015     0.0004          0          0     0.0063          0     0.0004
type130         0.0018          0          0     0.0006     0.0009     0.0029          0      0.001          0          0     0.0009
type131         0.0002          0     0.0007     0.0001     0.0015          0          0     0.0002     0.0003          0          0
type132         0.0002          0          0          0     0.0005     0.0001          0     0.0007          0          0     0.0012
type133         0.0002          0          0     0.0004     0.0001     0.0002          0          0     0.0001          0          0
type134          0.009          0     0.0057     0.0018     0.0408     0.0077          0       0.01     0.0022          0     0.0089
type135         0.0033     0.0318     0.0021     0.0034     0.0069     0.0022          0     0.0006     0.0016     0.0003     0.0074
type136         0.0016          0          0     0.0046          0     0.0011          0     0.0008          0          0          0
type137         0.0006          0          0     0.0001          0     0.0011          0          0          0     0.0009          0
type138         0.0016     0.0017          0     0.0008          0      0.003          0          0          0     0.0027          0
type139         0.0015          0          0     0.0016          0     0.0023     0.0035          0          0     0.0004          0
type140         0.0003          0          0          0          0     0.0007          0     0.0001          0          0          0
type141         0.0009          0          0     0.0007     0.0008     0.0008          0          0     0.0023          0     0.0031
type142         0.0039          0          0     0.0109     0.0035     0.0015          0          0     0.0123     0.0093          0
type143         0.0023          0          0     0.0021     0.0002     0.0039          0          0          0     0.0001          0
type144              0          0          0          0          0     0.0001          0          0          0          0          0
type145         0.0034          0     0.0006     0.0036     0.0059     0.0024          0     0.0006     0.0315          0          0
type146         0.0003          0          0          0     0.0009     0.0004          0     0.0001     0.0001          0     0.0003
type147         0.0001          0          0          0     0.0003          0          0          0          0          0     0.0013
type148         0.0005          0          0     0.0002      0.003     0.0003          0          0          0          0     0.0003
type149         0.0005          0     0.0001      0.001     0.0009     0.0004     0.0007     0.0006          0          0     0.0003
type150         0.0012          0          0     0.0021      0.001     0.0013          0          0          0     0.0013          0
type151         0.0001          0          0     0.0002          0     0.0001          0          0          0          0          0
type152              0          0          0          0          0     0.0001          0          0          0          0          0
type153         0.0006          0          0     0.0001          0      0.001          0          0          0     0.0084          0
type154         0.0001          0          0          0          0     0.0003          0          0          0          0          0
type155              0          0          0          0          0     0.0001          0          0          0          0          0
type156         0.0004          0          0     0.0001     0.0002     0.0005          0     0.0003          0     0.0031          0
type157         0.0001      0.001          0          0          0     0.0002          0          0          0          0          0
type158              0          0          0          0          0          0          0          0          0          0          0
type159         0.0001          0          0     0.0001     0.0001     0.0002          0          0          0          0          0
type160         0.0012          0          0     0.0014          0     0.0012          0     0.0011          0          0      0.003
type161         0.0001          0          0     0.0001          0     0.0001          0          0     0.0001          0          0
type162         0.0001          0          0          0          0          0          0          0     0.0013     0.0001          0
type163         0.0003          0          0     0.0007          0     0.0002          0     0.0004          0     0.0001          0
type164              0          0          0          0          0     0.0001          0          0          0          0          0
type165              0          0          0          0          0          0          0          0          0          0          0
type166         0.0001          0          0          0     0.0001     0.0001          0          0          0     0.0001          0
type167         0.0004          0          0     0.0005     0.0002     0.0004          0          0     0.0006     0.0012     0.0012
type168         0.0003          0          0     0.0004          0     0.0004          0          0          0          0          0
type169         0.0002          0     0.0002     0.0006     0.0002          0          0          0     0.0001          0     0.0001
type170         0.0005          0          0     0.0007     0.0007     0.0003          0     0.0005     0.0003     0.0033          0
type171         0.0012          0     0.0016          0          0     0.0016          0     0.0001          0          0     0.0047
type172         0.0006          0     0.0001     0.0016          0     0.0005          0          0          0     0.0009     0.0001
type173          0.001          0          0     0.0015     0.0015     0.0007          0     0.0001     0.0072          0          0
type174         0.0001          0          0     0.0001          0          0          0     0.0001          0          0     0.0001
type175              0          0          0          0          0          0          0     0.0001          0          0          0
type176         0.0002          0          0     0.0002          0     0.0001          0     0.0004          0          0     0.0003
type177         0.0032          0     0.0009     0.0007     0.0031     0.0039          0     0.0038          0          0     0.0087
type178              0          0          0          0          0          0          0          0          0          0          0
type179         0.0005          0     0.0001     0.0002     0.0003     0.0007          0          0          0     0.0013     0.0012
type180              0          0          0     0.0002          0          0          0          0          0          0          0
type181         0.0003          0          0     0.0001     0.0001     0.0004          0          0     0.0019          0          0
type182         0.0001          0     0.0001     0.0001          0     0.0001          0          0          0          0     0.0001
type183         0.0066          0      0.001     0.0053      0.004     0.0093          0     0.0014     0.0027     0.0009     0.0062
type184         0.0026          0     0.0007     0.0007     0.0101     0.0023          0     0.0028          0          0     0.0042
type185              0          0          0     0.0001          0          0          0          0          0          0          0
type186              0          0          0          0          0          0          0     0.0001          0          0          0
type187         0.0004          0          0          0     0.0045     0.0001          0          0          0          0          0
type188         0.0003          0          0          0     0.0001     0.0005          0          0          0          0          0
type189         0.0003          0          0          0          0     0.0005          0          0          0     0.0005          0
type190         0.0036          0          0     0.0019          0     0.0021     0.9648          0          0          0          0
type191              0          0          0     0.0001          0          0          0          0          0          0          0
type192         0.0003          0     0.0001     0.0006     0.0002     0.0003          0          0          0          0          0
type193         0.0004     0.0046          0     0.0004     0.0015     0.0003          0     0.0001     0.0001          0     0.0001
type194         0.0003      0.001          0     0.0003     0.0003     0.0002          0     0.0001     0.0001          0     0.0006
type195         0.0001          0          0     0.0001     0.0003     0.0001          0          0          0          0          0
type196         0.0002          0          0     0.0003     0.0005     0.0001          0     0.0001          0          0          0
type197         0.0008          0     0.0016     0.0004     0.0004     0.0011          0     0.0007          0     0.0044     0.0003
type198              0          0          0     0.0001     0.0002          0          0          0          0          0          0
type199         0.0002          0          0     0.0007          0          0          0          0          0          0          0
type200         0.0001          0     0.0002     0.0001     0.0002     0.0001          0          0          0          0          0
type201         0.0021          0     0.0006     0.0002     0.0074     0.0028          0     0.0001          0          0     0.0014
type202              0          0          0          0          0          0          0          0          0          0          0
type203              0          0          0          0          0          0          0          0          0          0          0
type204         0.0011          0          0     0.0002     0.0047      0.001          0     0.0005          0          0     0.0022
type205         0.0004          0     0.0005          0          0     0.0007          0     0.0001          0          0          0
type206              0          0          0          0          0          0          0          0          0          0          0
type207              0          0          0          0          0     0.0001          0          0          0          0          0
type208         0.0002          0          0     0.0006     0.0005          0          0          0          0          0     0.0001
type209         0.0008          0          0     0.0001     0.0028     0.0006          0     0.0008          0          0     0.0021
type210         0.0001          0          0          0          0     0.0001          0          0          0          0          0
type211         0.0004          0          0          0     0.0002     0.0008          0          0     0.0002          0          0
type212         0.0019     0.0014          0     0.0001     0.0055     0.0002          0          0     0.0189     0.0149      0.007
type213          0.002     0.0099          0          0          0     0.0038          0     0.0019          0          0     0.0004
type214         0.0002          0     0.0003     0.0004          0     0.0002          0     0.0002     0.0001          0          0
type215         0.0001          0     0.0002     0.0003          0          0          0     0.0001          0          0          0
type216              0          0          0     0.0002          0          0          0          0          0          0          0
type217         0.0092          0          0     0.0056     0.0011      0.015          0     0.0018     0.0121          0     0.0047
type218              0          0          0          0     0.0001          0          0          0          0          0          0
type219         0.0002          0          0     0.0001          0     0.0004          0          0          0     0.0003          0
type220         0.0002          0          0     0.0006          0          0          0          0     0.0038          0          0
type221              0          0          0          0          0          0          0          0          0          0          0
type222         0.0003          0          0     0.0002      0.001     0.0004          0     0.0004          0          0          0
type223         0.0005          0          0     0.0007     0.0014     0.0004          0          0     0.0002          0          0
type224         0.0001          0          0     0.0001     0.0004          0          0          0     0.0001          0          0
type225         0.0003          0          0     0.0001     0.0006     0.0005          0          0          0     0.0008          0
type226              0          0          0     0.0001          0          0          0          0          0          0          0
type227         0.0005          0     0.0046     0.0008     0.0002     0.0004          0          0     0.0007     0.0013          0
type228              0          0          0          0          0          0          0          0          0          0          0
type229         0.0001          0          0     0.0001          0          0          0          0     0.0004          0          0
type230              0          0          0          0          0     0.0001          0          0          0          0     0.0001
type231         0.0001          0          0     0.0002     0.0002          0          0          0          0          0          0
type232         0.0007          0          0     0.0002     0.0008     0.0008          0          0     0.0031          0     0.0012
type233              0          0          0     0.0001          0          0          0     0.0001          0          0          0
type234         0.0001          0          0          0          0     0.0001          0          0          0          0     0.0001
type235         0.0001          0          0          0     0.0009     0.0001          0          0          0          0          0
type236         0.0004          0          0     0.0008          0     0.0004          0          0          0          0          0
type237         0.0005          0          0     0.0012          0     0.0004          0     0.0001          0          0          0
type238         0.0003          0          0     0.0004          0     0.0004          0          0          0          0     0.0001
type239         0.0003          0          0          0          0     0.0006          0          0          0          0          0
type240              0          0          0          0          0          0          0          0          0          0          0
type241         0.0009          0          0     0.0001          0     0.0019          0     0.0003          0          0          0
type242         0.0004          0          0     0.0017          0          0          0          0     0.0002          0          0
type243         0.0001          0          0          0          0     0.0003          0          0          0          0          0
type244              0          0     0.0002          0          0     0.0001          0          0          0          0          0
type245         0.0003          0          0      0.001          0     0.0001          0     0.0001          0          0          0
type246         0.0013          0          0     0.0009     0.0053     0.0007          0          0     0.0108          0     0.0003
type247              0          0          0          0     0.0001          0          0          0     0.0001          0          0
type248         0.0008          0          0          0     0.0015     0.0007          0      0.004          0          0     0.0006
type249         0.0001     0.0088     0.0001     0.0001     0.0004          0          0          0          0          0          0
type250         0.0003          0          0     0.0012          0     0.0001          0          0          0          0          0
type251         0.0002          0          0     0.0002          0     0.0003          0          0          0          0          0
type252              0          0          0          0          0          0          0          0     0.0002          0          0
type253              0          0          0     0.0001          0          0          0          0          0          0          0
type254         0.0002          0     0.0002          0          0     0.0004          0          0          0          0          0
type255         0.0006     0.0048          0     0.0002     0.0017     0.0004          0          0          0          0     0.0025
type256         0.0006          0          0     0.0002          0     0.0009          0     0.0011          0          0     0.0003
type257         0.0002          0          0          0     0.0001     0.0004          0          0          0          0     0.0003
type258              0          0          0          0          0          0          0          0          0          0          0
type259         0.0004          0          0     0.0001     0.0022     0.0004          0          0          0          0          0
type260              0          0          0          0          0          0          0          0          0          0     0.0002
type261              0          0          0          0          0          0          0          0          0          0          0
type262         0.0001          0          0     0.0001          0          0          0          0     0.0019          0          0
type263         0.0005          0          0      0.001          0     0.0001          0          0     0.0077          0          0
type264         0.0001          0          0          0          0     0.0001          0          0     0.0001          0          0
type265         0.0002          0          0     0.0001     0.0002     0.0003          0          0     0.0001     0.0001          0
type266              0          0          0          0          0          0          0          0          0          0          0
type267         0.0001          0          0          0     0.0004     0.0001          0          0          0          0          0
type268              0          0          0          0          0          0          0          0          0          0          0
type269         0.0002          0          0          0          0     0.0003          0          0          0          0          0
type270              0          0          0     0.0002          0          0          0          0          0          0          0
type271         0.0002          0          0      0.001          0          0          0          0          0          0          0
type272              0          0          0          0          0          0          0          0          0          0          0
type273         0.0002          0          0          0          0          0          0          0          0          0     0.0028
type274         0.0049          0          0     0.0023     0.0017     0.0061          0     0.0069          0     0.0009     0.0119
type275              0          0          0          0          0          0          0          0          0     0.0001          0
type276              0     0.0008          0          0          0          0          0          0          0     0.0004          0
type277         0.0001          0          0     0.0001     0.0001     0.0002          0          0     0.0002     0.0002     0.0001
type278         0.0001          0          0          0          0     0.0002          0          0          0          0          0
type279         0.0004          0          0          0     0.0022     0.0004          0          0          0     0.0017     0.0003
type280              0          0          0          0          0          0          0          0          0          0          0
type281              0          0          0          0          0          0          0          0          0          0          0
type282              0          0          0     0.0001          0     0.0001          0          0          0          0          0
type283              0          0          0          0          0     0.0001          0          0          0          0          0
type284              0          0          0          0     0.0001          0          0          0          0          0          0
type285         0.0002          0          0          0          0     0.0005          0          0          0          0          0
type286         0.0017          0          0          0      0.006      0.002          0     0.0023          0          0     0.0016
type287         0.0001          0          0     0.0003          0          0          0          0          0          0          0
type288         0.0002          0          0          0          0     0.0004          0          0          0          0          0
type289         0.0003          0          0          0     0.0001     0.0006          0          0          0          0          0
type290         0.0005     0.0573          0          0     0.0004     0.0002          0          0          0          0          0
type291         0.0001          0          0     0.0002          0          0          0          0          0          0          0
type292              0          0          0          0          0          0          0          0          0          0     0.0001
type293              0          0          0          0          0          0          0          0          0          0          0
type294         0.0005          0          0     0.0006          0     0.0008          0          0          0          0          0
type295         0.0015          0          0     0.0068          0          0          0          0          0          0          0
type296              0          0          0     0.0001          0          0          0          0          0          0          0
type297              0          0          0          0          0     0.0001          0          0          0          0          0
type298              0          0          0     0.0002          0          0          0          0          0          0          0
type299         0.0012          0          0          0          0     0.0025          0          0          0          0          0
type300              0          0          0     0.0001          0          0          0          0          0          0          0
type301         0.0001          0          0     0.0002     0.0002     0.0001          0          0          0          0          0
type302         0.0005          0          0          0          0      0.001          0          0          0          0          0
type303         0.0001          0          0          0          0          0          0     0.0006          0          0          0
type304         0.0001          0          0     0.0002     0.0001          0          0          0          0          0          0
type305              0          0          0          0          0          0          0          0          0          0          0
type306              0          0          0          0     0.0002          0          0          0          0          0          0
type307         0.0001          0          0          0          0     0.0002          0          0          0          0          0
type308         0.0004          0          0          0          0     0.0002          0          0          0     0.0145          0
type309         0.0004     0.0083          0     0.0015          0          0          0          0          0          0          0
type310         0.0001          0          0          0     0.0008          0          0          0          0          0     0.0003
type311         0.0001          0          0     0.0001     0.0003          0          0          0          0          0          0
type312         0.0001          0          0          0          0          0          0     0.0001          0          0     0.0007
type313              0          0          0          0          0          0          0          0          0          0          0
type314         0.0019          0          0          0     0.0006     0.0039          0          0          0          0          0
type315              0          0          0          0          0          0          0          0          0          0          0
type316              0          0          0          0          0          0          0          0          0     0.0003          0
type317         0.0001          0          0          0     0.0001     0.0001          0          0          0     0.0002          0
type318         0.0001          0          0          0     0.0003          0          0     0.0002          0          0     0.0001
type319              0          0          0          0          0          0          0          0          0          0          0
type320              0          0          0          0          0          0          0          0          0          0          0
type321         0.0001          0          0          0          0     0.0002          0          0          0          0          0
type322         0.0001          0          0          0          0     0.0001          0          0          0          0          0
type323              0          0          0          0          0     0.0001          0          0          0          0          0
type324         0.0001          0          0          0          0     0.0002          0          0          0          0          0
type325         0.0003          0          0          0          0     0.0006          0          0          0          0          0
type326              0          0          0          0          0          0          0          0          0     0.0007          0
type327              0          0          0          0          0          0          0          0          0          0          0
type328         0.0001          0          0     0.0002     0.0005          0          0     0.0006          0          0          0
type329         0.0003          0          0          0     0.0006     0.0005          0          0      0.001          0          0
type330              0          0          0          0     0.0004          0          0          0          0          0          0
type331              0          0          0          0          0          0          0          0          0          0          0
type332         0.0001          0          0          0          0     0.0002          0          0          0     0.0001          0
type333              0          0          0          0          0          0          0          0          0     0.0006          0
type334         0.0004          0          0          0     0.0004     0.0006          0          0          0      0.004          0
type335              0          0          0          0          0          0          0          0          0          0          0
type336              0          0          0          0     0.0001          0          0          0          0          0          0
type337         0.0001          0     0.0007          0     0.0001     0.0002          0          0          0          0          0
type338         0.0005          0          0          0          0          0          0     0.0001          0          0     0.0061
type339         0.0044          0          0          0          0     0.0053          0     0.0106          0          0     0.0153
type340         0.0028          0          0     0.0001          0     0.0058          0          0          0          0          0
type341         0.0003          0          0          0          0     0.0005          0          0          0          0          0
type342         0.0002          0          0     0.0008          0     0.0001          0          0          0          0          0
type343              0          0          0          0          0          0          0          0          0          0          0
type344              0          0          0          0          0          0          0          0          0          0          0
type345              0          0          0          0     0.0003          0          0          0          0          0          0
type346         0.0004     0.0033     0.0037     0.0002          0     0.0003          0          0          0          0     0.0013
type347         0.0001          0          0     0.0001          0     0.0001          0          0          0          0          0
type348              0          0          0          0          0          0          0          0          0          0          0
type349              0          0          0          0          0          0          0          0          0          0          0
type350              0          0          0          0          0          0          0          0          0          0          0
type351              0          0          0     0.0001          0          0          0          0          0          0          0
type352              0          0          0          0          0          0          0          0          0          0          0
type353              0          0          0          0          0          0          0          0          0          0          0
type354              0          0          0     0.0001          0          0          0          0          0          0          0
type355              0          0          0     0.0001          0          0          0          0          0          0     0.0001
type356              0          0          0          0          0          0          0          0     0.0007          0          0
type357              0          0          0          0          0          0          0     0.0002          0          0          0
type358         0.0001          0          0          0          0     0.0001          0     0.0006          0          0          0
type359              0          0          0          0          0     0.0001          0          0          0          0     0.0001
type360         0.0016          0          0          0          0     0.0014          0     0.0074          0          0     0.0046
type361         0.0002          0          0          0          0     0.0005          0          0          0          0          0
