cluster_id,customer_code
6,ELGL6000,DUNI d 0.049031943787552976,DUNI w 0.016753409287283885,DUNI f 0.0038878090334560794,DUNI m 0.007790526826129437,DUNI M 0.03406585586079799,CSED d 0.056044085118636656,CSED w 0.1482639038182403,CSED f 0.02460365351911789,CSED m 0.07584341157219539,CSED M 0.006424769165457081,AOBR d 0.0047472454625891464,AOBR w 0.02708715627690887,AOBR f 0.07067246082002789,AOBR m 0.008864122227444407,AOBR M 0.08138040942912302,CPHP d 0.01647376709091559,CPHP w 0.021599744458924888,CPHP f 0.02937371514912795,CPHP m 0.2660118014772686,CPHP M 0.05108020961880197
4,ENDE6000,DUNI w 0.11839170200368747,DUNI M 0.007142232265327242,CSED w 0.6513200832572672,AOBR w 0.0077315035661642715,TRPA d 0.014937449759257086,TRPA w 0.017285291491219525,TRPA f 0.06189824588624257,TRPA m 0.001566768399872572,TRPA M 0.0011230817733599852,FLST d 0.058455713043033306,FLST w 0.03073124111760171,FLST f 0.005441763654340387,FLST m 0.023974923782626563
4,NEWS3015,DUNI w 0.016624892976496254,DUNI m 0.002596183058524594,CSED w 0.004372427983539094,CSED f 3.698352528516585E-4,CSED m 0.052163169414754046,CPHP d 0.005640742812163394,CPHP w 0.05018798160576683,FLST d 0.25650901414091193,FLST m 0.027168434280663956,FLST M 0.0019044142016737093,CHB d 0.0189004370701798,CHB w 0.040189051840804256,CHB f 0.026641516143287206,CHB m 0.004870432513049962,CHB M 0.021484968376280826,TPG d 0.3934684591377357,TPG w 0.0021050832711906535,TPG f 0.0129118678708537,TPG m 0.034586285110613964,TPG M 0.02080398817908139,TTEL d 0.006500814759576876
4,CONT2430,DUNI w 0.007004502021680428,DUNI m 4.4843104101655376E-4,DUNI M 8.775476364462522E-4,CSED d 0.014197109948206754,CSED w 0.09196622888274561,CSED M 0.02349934391958351,AOBR d 0.04890005377508093,AOBR w 0.0015240853426718554,CPHP f 0.0029950368745593186,FLST m 0.004000533170308217,CHB w 0.0012695621743454698,CHB m 0.004716083757207801,TPG d 0.19491161312722713,TTEL w 0.0017312766680581215,TTEL f 7.846398092557268E-4,TTEL m 0.006566682474484321,TTEL M 0.027631413808255963,SOS d 0.0014037708515853575,SOS w 0.0010912280048162443,SOS f 0.003875943545020676,SOS m 0.007455223313161827,SOS M 0.0010051909290202524,EHHK d 0.02259454230260561,EHHK w 0.012736082835000282,EHHK f 0.00903885516791964,EHHK m 0.005582485508058477,EHHK M 4.4659884064467815E-4,NSP d 0.0033391851777432855,NSP w 0.00276662256153216,NSP f 0.006222915879711161,NSP m 0.006661956893821853,NSP M 0.03647628476180327,LIN d 0.002013588208691287,LIN w 0.34466895345630866,LIN f 5.687455321030517E-4,LIN m 0.08755100769493622,LIN M 0.008373766432928796,LCRR d 6.029466057113962E-4,LCRR w 0.0024999610657420986
4,MULT6016,DUNI w 0.015131978632031001,CSED w 0.2521441290457735,CSED m 0.018936315072797732,AOBR w 0.037370378129255255,FLST m 0.0022761076778045454,TPG d 0.13296847177123702,TPG f 0.11699591494710379,TTEL d 0.01577877867392898,TTEL w 0.02471142767361474,SOS w 0.0015271813135016232,SOS f 0.0035084319681575353,SOS m 0.009783177961663348,EHHK f 0.009343772912956948,NSP d 0.017675709647009527,NSP m 0.008695925421598406,LCRR f 0.001869697287105897,LCRR m 0.02348172200691316,LCRR M 0.0038860374986906874,VCCL d 8.012988373310986E-4,VCCL w 0.24414894731329206,VCCL f 0.03429873258615271,VCCL m 0.002401801613072169,VCCL M 0.0018765057085995596,PPBN d 0.0203875563004085
9,CONH6000,DUNI w 0.009431529468089157,DUNI m 0.004419805341414185,DUNI M 0.01624294784259748,CSED d 0.009795222214363821,CSED f 0.01694693948609698,CSED m 0.005959175013193042,AOBR d 0.0058552627999717095,AOBR w 0.03722641437579226,AOBR m 0.01157261069914966,CPHP d 0.006222491825753907,CPHP w 0.052555914019444094,FLST d 0.0088167608767797,FLST f 0.020688323205066125,TTEL w 0.009804470945383522,TTEL m 0.00610198630099723,EHHK f 0.00824442763956063,LCRR w 0.0012768689237197307,VCCL f 0.12159551490949842,VCCL m 0.00748467158844235,PPBN w 0.004569961209734017,PPBN f 0.2417944714350222,PPBN m 0.07140564390209402,PPBN M 0.03223182760365379,CHEP d 0.14621155656143062,CHEP w 0.14354520181275127
2,MUNI0231,DUNI w 0.1071398813130876,DUNI M 0.0014646493065775578,CSED M 0.01753250688228267,AOBR w 0.004087978513426945,CPHP f 0.00913796163235625,TRPA d 0.004590352684523089,FLST d 0.5189657747112905,FLST m 0.003058070883182991,TPG d 0.012710039475734545,TTEL d 0.007963049933341414,TTEL m 0.009967947608082138,EHHK w 0.0461064243295185,EHHK f 0.011410954516335683,LCRR f 0.043795827778451105,PPBN w 0.11897908478625968,CHEP f 0.002164239832401268,CHEP m 0.06408314143740154,CHEP M 0.015377465069169106,MEC d 0.0014646493065775578
4,HARG2662,DUNI w 0.2636429333425101,DUNI m 0.052897307448393174,DUNI M 0.008259059155511202,AOBR w 0.004345838269923751,FLST d 0.029496639841111436,TTEL d 0.12558587700884408,TTEL w 0.025524425675841764,TTEL m 0.01350552816191689,NSP m 0.014319635421531564,NSP M 0.07082143225850855,LCRR w 0.005270066318278577,VCCL m 0.3104334531224651,MEC w 0.006256237310299735,MEC f 0.046250731270862724,MEC m 0.02339083539400137
1,PANC1026,DUNI d 0.05368351159971047,DUNI M 0.015662122958509956,CSED d 0.07192094728960592,CSED w 0.3455639220209598,AOBR w 0.016145773171374223,AOBR m 0.010340585593483963,CPHP d 0.019295039649068278,CPHP M 0.038849909710316786,FLST d 0.01417779325310723,TTEL m 0.009009577991643876,PPBN d 0.005484139126166501,MEC M 6.116263860276611E-4,GEN.1.1.1 d 0.01717249110607147,GEN.1.1.1 w 0.0026858376082084245,GEN.1.1.1 f 0.3173595800830294,GEN.1.1.1 m 0.06203714245271599
2,WREC6000,DUNI w 0.3366217780808231,DUNI m 0.0011954912259382778,CSED w 0.008183067118534223,CSED f 0.2966195164927157,TRPA d 0.02173824986835532,FLST d 0.1181563049925964,FLST m 0.05724546444693482,TTEL d 0.0032594716660140693,TTEL m 0.013521708995494828,EHHK f 0.04353261750131645,NSP m 0.0023150335975228296,NSP M 0.019821244526056644,LIN f 0.004177327635481505,VCCL m 0.0011251682126477908,CHEP w 0.034891466274208,CHEP m 0.0021096903987146078,GEN.1.1.1 M 7.842422442155102E-4,GPC d 0.0016933781600349254,GPC w 0.005455659371075976,GPC f 3.5161506645243465E-4,GPC m 0.0018846567561850499,GPC M 0.0022587751868904404,TLCR d 0.007100374005913884,TLCR w 0.015957698175877295
